No.,Net Profit,Net % Profit,Exposure %,CAR,RAR,Max. Trade Drawdown,Max. Trade % Drawdown,Max. Sys Drawdown,Max. Sys % Drawdown,Recovery Factor,CAR/MDD,RAR/MDD,Profit Factor,Payoff Ratio,Standard Error,RRR,Ulcer Index,Ulcer Perf. Index,Sharpe Ratio,K-Ratio,# Trades,Avg Profit/Loss,Avg % Profit/Loss,Avg Bars Held,# of winners,% of Winners,W. Tot. Profit,W. Avg. Profit,W. Avg % Profit,W. Avg. Bars Held,# of losers,% of Losers,L. Tot. Loss,L. Avg. Loss,L. Avg % Loss,L. Avg. Bars Held,RS Lower Bound
8 (VGC),26658.25,5.33,0.86,0.48,56.53,-30688.51,-6.33,-30688.51,-5.63,0.87,0.09,10.04, N/A, N/A,7155.22,0.49,2.11,-2.33, N/A,0.0296,1,26658.25,6.07,27,1,100,26658.25,26658.25,6.07,27,0,0,0,  N/A,  N/A,  N/A,70
2 (HVN),26486.29,5.3,2.27,0.48,21.19,-26310.36,-5.07,-45001.12,-8.65,0.59,0.06,2.45,5.43,5.43,3152.74,-0.04,1.43,-3.44,1.49,-0.0021,2,13243.15,2.7,31.5,1,50,32460.41,32460.41,6.59,34,1,50,-5974.12,-5974.12,-1.2,29,10
6 (VND),26056.96,5.21,1.48,0.47,32.06,-21151.14,-10.26,-32956.16,-6.59,0.79,0.07,4.86,1.9,11.42,13689.82,0.21,2.38,-2.07,0.91,0.0126,7,3722.42,6.02,19.43,1,14.29,54897.36,54897.36,60.05,90,6,85.71,-28840.41,-4806.73,-2.98,7.67,50
6 (DBC),25773.32,5.15,1.6,0.47,29.3,-16535.04,-12.67,-20003.15,-3.89,1.29,0.12,7.52,3.47,3.47,6100.26,0.59,2.58,-1.91,-0.18,0.0354,16,1610.83,0.01,16.75,8,50,36202.28,4525.28,4.61,27.13,8,50,-10428.95,-1303.62,-4.6,6.38,50
5 (BMI),25104.62,5.02,1.92,0.46,23.74,-29593.93,-10.61,-66240.17,-12.32,0.38,0.04,1.93,1.51,3.33,7367.05,0.47,4.12,-1.2,-0.41,0.0282,16,1569.04,-0.38,13.44,5,31.25,74129,14825.8,7.56,26,11,68.75,-49024.38,-4456.76,-3.99,7.73,40
7 (CKG),25091.62,5.02,0.95,0.46,48.32,-35604.99,-8.6,-38947.81,-7.33,0.64,0.06,6.59,6.56,6.56,2203,0.04,0.45,-10.99,2.34,0.0023,2,12545.81,2.4,15.5,1,50,29604.83,29604.83,5.98,14,1,50,-4513.21,-4513.21,-1.18,17,60
8 (NAF),24735.62,4.95,0.51,0.45,87.55,-22151.68,-10.97,-22151.68,-4.08,1.12,0.11,21.47, N/A, N/A,7159.05,0.27,1.38,-3.58,6.07,0.0165,2,12367.81,9.03,26,2,100,24735.62,12367.81,9.03,26,0,0,0,  N/A,  N/A,  N/A,70
7 (CII),24571.58,4.91,8.76,0.45,5.11,-79209.36,-23.76,-176226.52,-26,0.14,0.02,0.2,1.1,4.97,41586.74,0.27,16.21,-0.31,0.47,0.0161,22,1116.89,2.2,17.05,4,18.18,259034,64758.5,27.03,44.75,18,81.82,-234462.41,-13025.69,-3.32,10.89,60
9 (C69),24247.9,4.85,0.39,0.44,114.54,-22966.62,-15.05,-24301.95,-4.7,1,0.09,24.39,7.67,11.5,2359.6,-0.11,2.06,-2.41,1.88,-0.0065,5,4849.58,9.27,13,2,40,27885.01,13942.51,26.21,23,3,60,-3637.11,-1212.37,-2.02,6.33,80
3 (HII),23829.12,4.77,1.5,0.43,28.88,-31836.28,-11.11,-31836.28,-5.73,0.75,0.08,5.04,3.84,3.84,5767.64,0.21,2.01,-2.47,1.21,0.0129,4,5957.28,1.37,16.25,2,50,32229.53,16114.76,4.68,22.5,2,50,-8400.41,-4200.21,-1.93,10,20
8 (SD9),23571.85,4.71,0.7,0.43,61.1,-16752.7,-10.43,-16752.7,-3.14,1.41,0.14,19.45,24.74,16.49,5752.52,0.56,1.51,-3.3,1.49,0.0335,5,4714.37,3.3,16.4,3,60,24564.82,8188.27,6.81,25.33,2,40,-992.97,-496.49,-1.98,3,70
6 (TCB),23372.96,4.67,0.9,0.43,47.57,-44993.63,-7.95,-44993.63,-7.94,0.52,0.05,5.99, N/A, N/A,7311.84,0.28,3.25,-1.53, N/A,0.0169,1,23372.96,4.68,25,1,100,23372.96,23372.96,4.68,25,0,0,0,  N/A,  N/A,  N/A,50
8 (C4G),22972.28,4.59,1.6,0.42,26.11,-32470.39,-18.07,-34004.5,-6.8,0.68,0.06,3.84,1.72,3.44,3860.19,0,0.57,-8.73,-0.21,-0.0002,3,7657.43,-0.21,21.33,1,33.33,54812.1,54812.1,13.54,41,2,66.67,-31839.81,-15919.91,-7.08,11.5,70
3 (LCG),22862.92,4.57,0.6,0.42,70,-20328.31,-13.88,-20328.31,-3.74,1.12,0.11,18.7,4.18,4.18,6967.69,0.23,1.41,-3.53,1.46,0.0138,2,11431.46,11.64,36,1,50,30061.3,30061.3,31.31,62,1,50,-7198.38,-7198.38,-8.04,10,20
10 (CTS),22436.74,4.49,1.92,0.41,21.34,-37512.2,-14.81,-69271.95,-11.98,0.32,0.03,1.78,1.59,6.34,18375.78,0.07,7.46,-0.67,0.37,0.0039,10,2243.67,2.18,18.2,2,20,60733.32,30366.66,28.93,34.5,8,80,-38296.57,-4787.07,-4.51,14.13,90
2 (SSI),22259.75,4.45,8.7,0.41,4.67,-74180.23,-14.01,-120627.48,-21.43,0.18,0.02,0.22,1.13,2.55,12936.47,-0.14,6.75,-0.74,0.1,-0.0085,13,1712.29,0.57,18.92,4,30.77,187453.88,46863.47,10.21,37.75,9,69.23,-165194.13,-18354.9,-3.71,10.56,10
10 (KSQ),22153.85,4.43,1.02,0.4,39.45,-22657.32,-38.57,-46997.52,-8.27,0.47,0.05,4.77,1.43,3.67,12429.39,0.31,4.63,-1.08,0.15,0.0186,32,692.31,0.95,13.34,9,28.13,73167.11,8129.68,23.88,27.89,23,71.88,-51013.26,-2217.97,-8.02,7.65,90
9 (CTI),22104.61,4.42,0.3,0.4,133.32,-10741.86,-10.19,-10741.86,-2.02,2.06,0.2,66.06,5.54,5.54,6125.1,0.13,1.74,-2.87,1.88,0.0076,2,11052.3,13.65,24.5,1,50,26972.73,26972.73,35.94,43,1,50,-4868.12,-4868.12,-8.63,6,80
7 (VCB),21724.31,4.34,8.47,0.4,4.68,-106292.49,-20.22,-215833.56,-34.69,0.1,0.01,0.13,1.1,3.01,48261.14,0.09,18.35,-0.27,0.02,0.0056,15,1448.29,0.44,19.4,4,26.67,248603.83,62150.96,15.16,44.75,11,73.33,-226879.52,-20625.41,-4.91,10.18,60
7 (GIL),21466.55,4.29,0.99,0.39,39.73,-22348.33,-7.24,-22348.33,-4.17,0.96,0.09,9.53,8.67,1.73,5932.05,0.45,1.5,-3.34,1.53,0.0271,6,3577.76,6,31.67,5,83.33,24265.56,4853.11,8.38,35.8,1,16.67,-2799.01,-2799.01,-5.87,11,60
9 (CMX),20893.66,4.18,2.23,0.38,17.1,-52432.55,-20.97,-93986.37,-17.73,0.22,0.02,0.96,1.2,1.68,32474.13,-0.07,11.76,-0.43,0.68,-0.0044,12,1741.14,4.05,19.83,5,41.67,124040.15,24808.03,22.55,35.4,7,58.33,-103146.49,-14735.21,-9.16,8.71,80
2 (HHP),20748.91,4.15,0.43,0.38,88.62,-13248.87,-11.73,-13248.87,-2.51,1.57,0.15,35.3, N/A, N/A,5911.71,0.29,0.56,-8.91, N/A,0.0175,1,20748.91,24.37,60,1,100,20748.91,20748.91,24.37,60,0,0,0,  N/A,  N/A,  N/A,10
3 (VRE),20401.02,4.08,0.82,0.37,45.45,-27512.46,-5.06,-27512.46,-5.05,0.74,0.07,9, N/A, N/A,5400.41,0.17,1.27,-3.95, N/A,0.0104,1,20401.02,4.09,23,1,100,20401.02,20401.02,4.09,23,0,0,0,  N/A,  N/A,  N/A,20
6 (VTO),20295.83,4.06,0.92,0.37,40.33,-30493,-22.86,-30493,-5.82,0.67,0.06,6.93,2.77,7.38,4765.93,0.51,2.22,-2.26,1,0.0307,11,1845.08,6.87,22.73,3,27.27,31782.87,10594.29,34.75,55.33,8,72.73,-11487.04,-1435.88,-3.58,10.5,50
7 (HII),20309.99,4.06,0.26,0.37,141.58,-7028.82,-6.39,-7028.82,-1.33,2.89,0.28,106.22, N/A, N/A,2196.56,0.05,0.06,-77.9, N/A,0.0033,1,20309.99,24.59,38,1,100,20309.99,20309.99,24.59,38,0,0,0,  N/A,  N/A,  N/A,60
7 (SBT),20208.95,4.04,8.81,0.37,4.19,-97759.35,-13.92,-280977.24,-35.82,0.07,0.01,0.12,1.08,1.32,61428.12,-0.07,20,-0.25,0.49,-0.004,20,1010.45,1.65,19.9,9,45,261080.43,29008.94,9.22,31.78,11,55,-240871.48,-21897.41,-4.55,10.18,60
5 (TLH),19910.39,3.98,1.08,0.36,33.75,-29263.89,-7.91,-29263.89,-5.46,0.68,0.07,6.18,59.28,29.64,5553.89,0.41,2.71,-1.86,2.39,0.0248,3,6636.8,1.39,15.33,2,66.67,20252.05,10126.02,2.68,19.5,1,33.33,-341.66,-341.66,-1.19,7,40
7 (QBS),19545.53,3.91,1.07,0.36,33.36,-99420.48,-25.6,-134478.14,-20.66,0.15,0.02,1.62,1.35,2.69,22396.11,0.21,10.73,-0.47,0.2,0.0123,6,3257.59,0.91,12.33,2,33.33,75976.77,37988.38,17.05,26,4,66.67,-56431.23,-14107.81,-7.16,5.5,60
4 (EVG),19190.04,3.84,0.83,0.35,42.37,-46390.28,-21.88,-50984.7,-10.04,0.38,0.03,4.22,1.47,0.98,13018.52,-0.19,3.94,-1.28,1.09,-0.0114,5,3838.01,7.45,17.6,3,60,60394.45,20131.48,19.8,25.67,2,40,-41204.41,-20602.21,-11.09,5.5,30
9 (VCG),18797.93,3.76,10.77,0.34,3.19,-118616.94,-20.27,-139550.6,-26.86,0.13,0.01,0.12,1.07,2.34,42895.4,0.14,17.18,-0.29,0.19,0.0085,16,1174.87,1.09,19.19,5,31.25,305822.33,61164.47,15.61,36,11,68.75,-287024.4,-26093.13,-5.51,11.55,80
5 (VCI),18706.03,3.74,0.25,0.34,138.39,-9674.06,-8.64,-9674.06,-1.83,1.93,0.19,75.52, N/A, N/A,5411.91,0.35,0.84,-6.04, N/A,0.021,1,18706.03,22.29,36,1,100,18706.03,18706.03,22.29,36,0,0,0,  N/A,  N/A,  N/A,40
5 (SHI),18641.58,3.73,2.43,0.34,14.03,-27418.46,-10.94,-41045.41,-7.94,0.45,0.04,1.77,1.63,0.98,5853.22,0.18,1.87,-2.7,0.66,0.0105,8,2330.2,1.13,19,5,62.5,48023.13,9604.63,3.86,26.4,3,37.5,-29381.56,-9793.85,-3.42,6.67,40
9 (TVB),18558.88,3.71,0.56,0.34,60.47,-11677.76,-9.41,-11677.76,-2.3,1.59,0.15,26.25,3.92,5.89,5419.67,0.37,0.52,-9.73,0.96,0.0223,5,3711.78,3.01,19,2,40,24904.34,12452.17,12.36,36.5,3,60,-6345.46,-2115.15,-3.22,7.33,80
5 (STB),18434.73,3.69,2.53,0.34,13.34,-57572.37,-13.39,-59410.37,-10.53,0.31,0.03,1.27,1.53,2.04,10996.27,0.26,5.75,-0.88,0.6,0.0153,7,2633.53,0.8,13.86,3,42.86,53262.64,17754.21,4.37,22.67,4,57.14,-34827.91,-8706.98,-1.88,7.25,40
4 (ITA),18432.72,3.69,1.56,0.34,21.64,-77772.15,-14.71,-77772.15,-13.31,0.24,0.03,1.63,2.91,1.45,7638.45,0.14,4.84,-1.05,1.73,0.0083,3,6144.24,1.38,16,2,66.67,28104.47,14052.24,3.04,23,1,33.33,-9671.75,-9671.75,-1.94,2,30
9 (HBC),18105.02,3.62,2.22,0.33,14.97,-73548.57,-16.54,-73548.57,-13.63,0.25,0.02,1.1,1.46,2.18,9204.54,0.28,8.63,-0.59,-0.96,0.0169,5,3621,-1.99,21.4,2,40,57759.78,28879.89,6.65,40,3,60,-39654.76,-13218.25,-7.75,9,80
6 (QCG),17981.83,3.6,1.19,0.33,27.72,-45455.85,-14.12,-56866.94,-10,0.32,0.03,2.77,2.07,8.29,9138.7,0.02,6.44,-0.79,-2.36,0.0012,10,1798.18,-1.33,9.7,2,20,34730.08,17365.04,3.99,20,8,80,-16748.25,-2093.53,-2.66,7.13,50
9 (KSB),17596.18,3.52,1.79,0.32,18.01,-92801.24,-18.07,-103011.73,-20.04,0.17,0.02,0.9,1.22,1.22,6532.8,-0.04,1.52,-3.35,0.5,-0.0024,2,8798.09,3.56,25,1,50,96264.34,96264.34,22.9,38,1,50,-78668.15,-78668.15,-15.77,12,80
4 (VNE),17459.34,3.49,0.27,0.32,118.97,-15272.71,-16.03,-15272.71,-2.89,1.14,0.11,41.14,30.61,30.61,3252.14,0.12,0.37,-13.65,2.15,0.007,2,8729.67,12.12,31.5,1,50,18048.94,18048.94,27.17,43,1,50,-589.6,-589.6,-2.94,20,30
2 (LPB),17355.03,3.47,0.97,0.32,32.78,-40542.8,-7.19,-46515.08,-8.25,0.37,0.04,3.97,2.73,5.46,5400.63,0.36,4.22,-1.2,1.67,0.0215,3,5785.01,1.19,9.67,1,33.33,27381.62,27381.62,5.49,18,2,66.67,-10026.59,-5013.3,-0.96,5.5,10
4 (PHR),17270.55,3.45,0.63,0.32,49.87,-43468.86,-7.75,-43468.86,-7.75,0.4,0.04,6.43, N/A, N/A,5357.53,0.36,3.96,-1.28, N/A,0.0214,1,17270.55,3.46,18,1,100,17270.55,17270.55,3.46,18,0,0,0,  N/A,  N/A,  N/A,30
5 (HAH),17253.79,3.45,0.77,0.32,41.09,-20712.03,-10.38,-20712.03,-3.89,0.83,0.08,10.56,4.68,7.03,4557.22,0.09,1.26,-4.04,1.58,0.0054,5,3450.76,5.82,22.2,2,40,21936.53,10968.26,18.2,42,3,60,-4682.74,-1560.91,-2.43,9,40
3 (MBB),17105.07,3.42,3.99,0.31,7.85,-30816.43,-5.95,-36233.35,-6.55,0.47,0.05,1.2,1.6,1.6,8732.95,0.16,1.41,-3.62,0.28,0.0098,6,2850.84,0.61,18.83,3,50,45650.1,15216.7,3.06,33.67,3,50,-28545.03,-9515.01,-1.84,4,20
3 (PLC),17066.83,3.41,0.17,0.31,188.76,-5594,-8.47,-5594,-1.07,3.05,0.29,176.12, N/A, N/A,3281.8,0.12,0.17,-29.58, N/A,0.0073,1,17066.83,38.74,40,1,100,17066.83,17066.83,38.74,40,0,0,0,  N/A,  N/A,  N/A,20
5 (TVC),16891.29,3.38,1.01,0.31,30.68,-18461.98,-8.05,-27534.23,-5.48,0.61,0.06,5.6,1.66,4.16,9377.66,-0.03,2.18,-2.33,0.73,-0.0019,7,2413.04,1.75,11.86,2,28.57,42308.61,21154.31,12.67,28,5,71.43,-25417.32,-5083.46,-2.62,5.4,40
10 (DPG),16904.1,3.38,0.38,0.31,80.51,-10895.78,-9.78,-10895.78,-2.18,1.55,0.14,36.94, N/A, N/A,4991.29,0.3,0.39,-12.95, N/A,0.0177,1,16904.1,15.19,45,1,100,16904.1,16904.1,15.19,45,0,0,0,  N/A,  N/A,  N/A,90
9 (CII),16813.91,3.36,3.9,0.31,7.91,-52669.55,-13.99,-74604.18,-14.44,0.23,0.02,0.55,1.43,2.14,17816.4,0.31,7.93,-0.64,-1.38,0.0186,5,3362.78,-3.15,24.8,2,40,56131.42,28065.71,5.97,42,3,60,-39317.52,-13105.84,-9.23,13.33,80
8 (PHC),16535.8,3.31,0.44,0.3,69.18,-11491.16,-12.06,-14885.68,-2.81,1.11,0.11,24.62,3.74,7.47,4874.18,0.44,1.42,-3.59,1.57,0.0262,3,5511.93,7.07,21,1,33.33,22579.53,22579.53,27.61,34,2,66.67,-6043.73,-3021.86,-3.19,14.5,70
10 (TVB),16454.74,3.29,0.48,0.3,63.51,-16785.68,-37.74,-21988.17,-4.15,0.75,0.07,15.31,8.27,8.27,3982.61,0.49,1.73,-2.95,1.83,0.0291,4,4113.68,22.4,25.25,2,50,18718.43,9359.22,46.99,35.5,2,50,-2263.7,-1131.85,-2.18,15,90
7 (HAX),16283.38,3.26,0.88,0.3,34.13,-14720.54,-11.6,-33049.71,-6.02,0.49,0.05,5.67,1.67,5.84,7235.52,0.32,3,-1.7,0.54,0.0193,9,1809.26,2.36,18.11,2,22.22,40661.94,20330.97,26.57,41.5,7,77.78,-24378.56,-3482.65,-4.55,11.43,60
4 (LAS),16162.36,3.23,1.13,0.3,26.27,-33631.1,-8.93,-44954.68,-8.01,0.36,0.04,3.28,1.74,8.7,7486.42,0.29,4.03,-1.27,-0.48,0.0172,6,2693.73,-0.5,13.33,1,16.67,38001.61,38001.61,14.49,28,5,83.33,-21839.25,-4367.85,-3.5,10.4,30
7 (HQC),16085.99,3.22,4.91,0.3,6.01,-246768.98,-32.35,-246768.98,-32.35,0.07,0.01,0.19,1.12,3,30986.85,-0.33,13.71,-0.37,0.26,-0.02,11,1462.36,1.03,14.82,3,27.27,145492.7,48497.57,13.38,27,8,72.73,-129406.71,-16175.84,-3.6,10.25,60
10 (HID),15727.92,3.15,0.96,0.29,29.94,-42908.18,-13.56,-44705.16,-8.18,0.35,0.04,3.66, N/A, N/A,4610.57,0.41,3.17,-1.61,3.61,0.0245,2,7863.96,5.18,22.5,2,100,15727.92,7863.96,5.18,22.5,0,0,0,  N/A,  N/A,  N/A,90
10 (VND),15706.36,3.14,6.1,0.29,4.73,-102524.74,-21.53,-249344.8,-40.19,0.06,0.01,0.12,1.04,3.13,39617.8,0.09,22.42,-0.23,0.43,0.0053,12,1308.86,3,17.08,3,25,377469.6,125823.2,39.5,42.33,9,75,-361763.24,-40195.92,-9.17,8.67,90
4 (NAF),15494.64,3.1,2.26,0.28,12.56,-17599.55,-8.05,-36965.25,-6.69,0.42,0.04,1.88,1.42,3.78,9191.67,0.35,3.02,-1.69,-0.31,0.0212,11,1408.6,-0.15,14.36,3,27.27,52518.53,17506.18,7.17,34.33,8,72.73,-37023.89,-4627.99,-2.9,6.88,30
6 (TCD),15049.49,3.01,0.22,0.28,126.69,-8165.01,-7.14,-8165.01,-1.56,1.84,0.18,81.04,11.84,11.84,4277.12,0.4,0.73,-7.01,3.15,0.0242,2,7524.74,8.04,15.5,1,50,16437.74,16437.74,17.88,27,1,50,-1388.26,-1388.26,-1.79,4,50
6 (SCR),14918.12,2.98,5.13,0.27,5.35,-52091.23,-9.09,-72030.05,-13.37,0.21,0.02,0.4,1.23,4.94,6487.74,0.32,6.61,-0.78,0.06,0.019,10,1491.81,0.36,14.9,2,20,78469.99,39234.99,8.21,36.5,8,80,-63551.87,-7943.98,-1.6,9.5,50
2 (POW),14922.39,2.98,3.95,0.27,6.93,-27522.53,-5.41,-40593.42,-7.97,0.37,0.03,0.87,1.54,1.54,6114.06,-0.15,2.16,-2.37,0.2,-0.0089,6,2487.07,0.53,18.67,3,50,42662.6,14220.87,2.9,24,3,50,-27740.21,-9246.74,-1.83,13.33,10
9 (BVS),14908.41,2.98,3.73,0.27,7.33,-140396.5,-16.46,-403082,-46.2,0.04,0.01,0.16,1.07,5.34,58185.57,-0.22,35.33,-0.15,0.24,-0.013,6,2484.73,1.68,18.5,1,16.67,231999.94,231999.94,46.46,30,5,83.33,-217091.53,-43418.31,-7.28,16.2,80
5 (TCB),14828.09,2.97,2.76,0.27,9.87,-57917.52,-11.76,-106893.85,-20.16,0.14,0.01,0.49,1.23,1.84,10152.53,-0.06,3.63,-1.41,0.29,-0.0035,5,2965.62,1,15.8,2,40,80263.07,40131.53,9.22,29,3,60,-65434.98,-21811.66,-4.48,7,40
7 (DAH),14625.37,2.93,1.08,0.27,24.77,-54963.83,-9.71,-54963.83,-9.71,0.27,0.03,2.55, N/A, N/A,5064.02,0.31,4.63,-1.11,12.45,0.0187,2,7312.69,2.27,16.5,2,100,14625.37,7312.69,2.27,16.5,0,0,0,  N/A,  N/A,  N/A,60
8 (SBS),14456.64,2.89,0.12,0.27,227.77,-9230.76,-19.18,-9230.76,-1.76,1.57,0.15,129.22, N/A, N/A,4238.92,0.31,1.56,-3.29, N/A,0.0183,1,14456.64,59.2,43,1,100,14456.64,14456.64,59.2,43,0,0,0,  N/A,  N/A,  N/A,70
4 (LPB),14182.06,2.84,1.32,0.26,19.73,-35934.16,-7.22,-35934.16,-6.59,0.39,0.04,2.99,7.23,7.23,4276.27,0.24,2.17,-2.36,-0.52,0.0147,4,3545.52,0.02,16.5,2,50,16459.59,8229.8,2.16,25,2,50,-2277.53,-1138.77,-2.12,8,30
6 (DVN),14217.6,2.84,0.76,0.26,34.57,-17672.84,-9.34,-26531.62,-4.96,0.54,0.05,6.97,2.64,2.64,5119.42,0.28,1.54,-3.33,1.52,0.0166,2,7108.8,7.34,35.5,1,50,22872.89,22872.89,18.93,54,1,50,-8655.29,-8655.29,-4.24,17,50
8 (HID),14034.76,2.81,0.55,0.26,46.79,-18699.28,-15.81,-18699.28,-3.53,0.75,0.07,13.26,2.96,8.87,3608.28,-0.01,0.65,-7.97,0.55,-0.0005,8,1754.35,1.38,14.5,2,25,21204,10602,14.53,42.5,6,75,-7169.24,-1194.87,-3,5.17,70
8 (HCD),14001.77,2.8,0.44,0.26,58.36,-22897.8,-12.92,-23194.3,-4.64,0.6,0.06,12.58,1.61,3.22,9213.65,-0.19,2.39,-2.15,1.98,-0.0111,3,4667.26,8.8,16.67,1,33.33,36914.86,36914.86,31.92,29,2,66.67,-22913.08,-11456.54,-2.77,10.5,70
8 (SCR),13891.88,2.78,4.18,0.26,6.11,-108337.39,-14.88,-214583.39,-29.46,0.06,0.01,0.21,1.07,3.22,34317.62,0.04,22.09,-0.23,0.26,0.0025,8,1736.48,1.18,15,2,25,206661.91,103330.95,21.43,36,6,75,-192770.03,-32128.34,-5.57,8,70
8 (VIC),13497.57,2.7,1.18,0.25,21.11,-66673.16,-11.68,-66673.16,-11.66,0.2,0.02,1.81,2.26,3.01,6074.53,0.16,9.47,-0.54,-1.08,0.0095,7,1928.22,-0.42,10.57,3,42.86,24219.02,8073.01,2.13,20.67,4,57.14,-10721.45,-2680.36,-2.34,3,70
9 (TVC),13236.87,2.65,1.2,0.24,20.27,-97772.09,-22.87,-118386.7,-18.86,0.11,0.01,1.07,1.79,0.9,11362.67,0.19,11.66,-0.44,2.96,0.0113,3,4412.29,4.66,17.33,2,66.67,29940.11,14970.06,8.57,21,1,33.33,-16703.24,-16703.24,-3.16,10,80
4 (BVS),13182.27,2.64,0.69,0.24,35.15,-18609.09,-9.13,-18698.1,-3.54,0.71,0.07,9.93,4.26,2.13,3788.33,0.42,1.57,-3.28,2.14,0.0253,3,4394.09,3.52,21.67,2,66.67,17230.62,8615.31,6.83,26.5,1,33.33,-4048.35,-4048.35,-3.1,12,30
6 (PVC),13099.29,2.62,1.22,0.24,19.82,-25460.66,-10.56,-25460.66,-4.76,0.51,0.05,4.16,1.93,2.89,3939.04,0.44,3.16,-1.63,0.83,0.0264,5,2619.86,1.75,18.6,2,40,27209.4,13604.7,8.26,29.5,3,60,-14110.11,-4703.37,-2.58,11.33,50
6 (TDH),13057.93,2.61,2.75,0.24,8.73,-38429.53,-10.8,-61040.48,-11.68,0.21,0.02,0.75,1.47,4.4,4256.28,-0.08,3.47,-1.49,0.18,-0.005,16,816.12,0.65,18.25,4,25,41052.01,10263,8.66,37.75,12,75,-27994.08,-2332.84,-2.03,11.75,50
5 (KDH),13017.46,2.6,2.82,0.24,8.49,-24181.48,-6.36,-29092.97,-5.39,0.45,0.04,1.58,1.63,2.44,4688.6,0.42,2.25,-2.3,0.96,0.0255,10,1301.75,1.98,21.1,4,40,33764.3,8441.08,7.32,35,6,60,-20746.84,-3457.81,-1.57,11.83,40
8 (KSH),12976.41,2.6,0.22,0.24,107.54,-32808.16,-25.8,-34213.05,-6.25,0.38,0.04,17.19,5.78,5.78,4193.84,0.39,3.41,-1.51,1.63,0.0231,2,6488.2,6.28,18.5,1,50,15690.99,15690.99,19.6,30,1,50,-2714.58,-2714.58,-7.03,7,70
9 (FCN),12881.19,2.58,1.27,0.24,18.6,-41050.79,-11.29,-45431.38,-8.66,0.28,0.03,2.15,1.93,5.78,4490.72,0.37,6.11,-0.84,0.5,0.022,4,3220.3,0.92,16,1,25,26776.33,26776.33,9.06,25,3,75,-13895.14,-4631.71,-1.8,13,80
9 (IDI),12773.01,2.55,4.24,0.24,5.54,-101381.7,-21.21,-144377.13,-23.39,0.09,0.01,0.24,1.15,3.44,15217.29,0,15.97,-0.32,-1.07,-0.0001,12,1064.42,-2.25,16.92,3,25,99855.21,33285.07,11.75,35,9,75,-87082.2,-9675.8,-6.92,10.89,80
5 (BVH),12642.32,2.53,3.89,0.23,5.98,-51608.7,-8.78,-122469.86,-20.67,0.1,0.01,0.29,1.18,1.97,19363.9,0.13,7.32,-0.71,0.07,0.0078,8,1580.29,0.39,15.13,3,37.5,82437.73,27479.24,5.67,21.33,5,62.5,-69795.41,-13959.08,-2.77,11.4,40
8 (ITA),12587.71,2.52,10.86,0.23,2.13,-99605.3,-15.37,-188744.87,-29.11,0.07,0.01,0.07,1.05,1.66,39903.79,0.03,12.98,-0.4,0.52,0.0016,18,699.32,2.52,19.11,7,38.89,246798.58,35256.94,12.77,33.43,11,61.11,-234210.88,-21291.9,-4,10,70
3 (STB),12592.02,2.52,1.53,0.23,15.15,-34615.35,-6.42,-34615.35,-6.41,0.36,0.04,2.36, N/A, N/A,3231.45,0.16,1.39,-3.73,5.47,0.0096,2,6296.01,1.26,21.5,2,100,12592.02,6296.01,1.26,21.5,0,0,0,  N/A,  N/A,  N/A,20
8 (NVB),12562.42,2.51,2.29,0.23,10.08,-36683.28,-6.93,-61426.44,-11.03,0.2,0.02,0.91,1.46,2.93,9443.95,0.22,3.19,-1.62,0.37,0.0133,6,2093.74,0.89,15.5,2,33.33,39629,19814.5,7.62,20,4,66.67,-27066.58,-6766.64,-2.48,13.25,70
7 (GEX),12452.9,2.49,0.45,0.23,50.42,-12471.47,-6.36,-12471.47,-2.38,1,0.1,21.19, N/A, N/A,3459.1,0.44,1.24,-4.16, N/A,0.0263,1,12452.9,7.24,35,1,100,12452.9,12452.9,7.24,35,0,0,0,  N/A,  N/A,  N/A,60
6 (HHP),12178.33,2.44,0.94,0.22,23.97,-72426.4,-12.82,-72426.4,-12.45,0.17,0.02,1.93,2.53,1.27,4043.97,0.19,4.27,-1.21,0.16,0.0115,3,4059.44,0.41,14.33,2,66.67,20132.06,10066.03,2.57,20,1,33.33,-7953.73,-7953.73,-3.92,3,50
4 (CSV),12169.05,2.43,0.26,0.22,85.43,-3769.82,-9.46,-8129.45,-1.62,1.5,0.14,52.86,3.55,10.65,1067.46,-0.08,0.46,-11.37,0.82,-0.0047,4,3042.26,2.95,15.25,1,25,16940.96,16940.96,25.24,37,3,75,-4771.91,-1590.64,-4.48,8,30
10 (LDG),12097.12,2.42,2.5,0.22,8.91,-141451.86,-21.67,-141451.86,-21.64,0.09,0.01,0.41,2.2,2.2,10682.81,0.16,11.49,-0.45,0.47,0.0096,2,6048.56,1.25,34.5,1,50,22206.34,22206.34,4.45,21,1,50,-10109.23,-10109.23,-1.94,48,90
10 (SHI),12026.61,2.41,1.17,0.22,19,-41261.99,-20.27,-41261.99,-7.75,0.29,0.03,2.45,1.53,1.53,10302.16,0.17,5.32,-0.97,1.29,0.01,4,3006.65,5.12,19,2,50,34631.43,17315.71,16,33,2,50,-22604.81,-11302.41,-5.75,5,90
8 (DCM),11975.34,2.4,1.12,0.22,19.71,-58049.39,-10.33,-58049.39,-10.32,0.21,0.02,1.91, N/A, N/A,3933.43,0.37,4.93,-1.05, N/A,0.022,1,11975.34,2.4,31,1,100,11975.34,11975.34,2.4,31,0,0,0,  N/A,  N/A,  N/A,70
