No.,Net Profit,Net % Profit,Exposure %,CAR,RAR,Max. Trade Drawdown,Max. Trade % Drawdown,Max. Sys Drawdown,Max. Sys % Drawdown,Recovery Factor,CAR/MDD,RAR/MDD,Profit Factor,Payoff Ratio,Standard Error,RRR,Ulcer Index,Ulcer Perf. Index,Sharpe Ratio,K-Ratio,# Trades,Avg Profit/Loss,Avg % Profit/Loss,Avg Bars Held,# of winners,% of Winners,W. Tot. Profit,W. Avg. Profit,W. Avg % Profit,W. Avg. Bars Held,# of losers,% of Losers,L. Tot. Loss,L. Avg. Loss,L. Avg % Loss,L. Avg. Bars Held,RS Lower Bound
3 (HHP),-24263.32,-4.85,0.74,-0.46,-62.34,-26878.09,-11.02,-32063.01,-6.31,-0.76,-0.07,-9.87,0.19,0.47,3163.51,-0.11,1,-5.85,-2.07,-0.0069,7,-3466.19,-1.48,11.29,2,28.57,5657.45,2828.73,2.66,27,5,71.43,-29920.77,-5984.15,-3.13,5,20
9 (TDG),-24310.58,-4.86,1.74,-0.46,-26.66,-48902.12,-15.9,-119556.58,-20.14,-0.2,-0.02,-1.32,0.69,1.39,18235.02,0.03,7.64,-0.77,-2.01,0.0015,6,-4051.76,-4.1,14.67,2,33.33,55006.05,27503.03,7.32,23,4,66.67,-79316.63,-19829.16,-9.81,10.5,80
4 (ITC),-24373.22,-4.87,0.12,-0.46,-390.03,-25042.45,-13.21,-25042.45,-5,-0.97,-0.09,-77.98,0, N/A,6815.78,-0.41,2.7,-2.17,-6.77,-0.0248,2,-12186.61,-6.52,6,0,0,0,  N/A,  N/A,  N/A,2,100,-24373.22,-12186.61,-6.52,6,30
3 (VNB),-24378.48,-4.88,0.16,-0.46,-285.94,-35604.36,-12.86,-36355.32,-7.11,-0.67,-0.07,-40.22,0, N/A,6434.35,-0.49,4.26,-1.38,-6.93,-0.0296,2,-12189.24,-4.93,7.5,0,0,0,  N/A,  N/A,  N/A,2,100,-24378.48,-12189.24,-4.93,7.5,20
10 (VIP),-24923.76,-4.98,0.62,-0.47,-76.35,-32283.53,-12.92,-50460.37,-9.67,-0.49,-0.05,-7.9,0.14,0.28,7393.85,-0.54,6.92,-0.85,-2.82,-0.0324,3,-8307.92,-1.7,12,1,33.33,4140.33,4140.33,2.65,24,2,66.67,-29064.09,-14532.04,-3.87,6,90
10 (ITD),-25326.12,-5.07,0.37,-0.48,-128.79,-42010.83,-23.86,-51106.36,-9.72,-0.5,-0.05,-13.25,0, N/A,6552.89,-0.51,7.62,-0.77,-11.36,-0.0305,4,-6331.53,-6.37,12.25,0,0,0,  N/A,  N/A,  N/A,4,100,-25326.12,-6331.53,-6.37,12.25,90
4 (CTD),-25680.79,-5.14,3.07,-0.49,-15.94,-35209.09,-6.96,-41468.08,-8.04,-0.62,-0.06,-1.98,0.39,0.39,7459.56,-0.36,4.08,-1.44,-1.85,-0.0219,4,-6420.2,-1.27,21.75,2,50,16100.82,8050.41,1.66,36.5,2,50,-41781.61,-20890.81,-4.2,7,30
10 (HAR),-25839.85,-5.17,4.81,-0.49,-10.23,-211445.81,-29.86,-283795.23,-40.06,-0.09,-0.01,-0.26,0.78,4.69,19869.72,-0.14,25.14,-0.23,-0.29,-0.0085,7,-3691.41,-0.36,19.43,1,14.29,92295.68,92295.68,20.71,40,6,85.71,-118135.53,-19689.25,-3.87,16,90
7 (TSC),-25999.61,-5.2,0.88,-0.5,-56.04,-48541.08,-12.39,-68683.67,-12.69,-0.38,-0.04,-4.42,0, N/A,6893.95,-0.45,7.01,-0.84,-6.5,-0.0269,3,-8666.54,-6.56,14,0,0,0,  N/A,  N/A,  N/A,3,100,-25999.61,-8666.54,-6.56,14,60
8 (KDH),-26028.06,-5.21,1.07,-0.5,-46.58,-62864.36,-13.93,-79400.78,-14.38,-0.33,-0.03,-3.24,0.33,0.77,4953.24,-0.59,12.54,-0.47,0.86,-0.0355,10,-2602.81,3.09,16.7,3,30,12789.77,4263.26,20.26,35.33,7,70,-38817.84,-5545.41,-4.27,8.71,70
8 (HII),-26299.55,-5.26,0.44,-0.5,-113.43,-66677.75,-17.41,-66677.75,-12.34,-0.39,-0.04,-9.19,0, N/A,7623.21,-0.34,5.92,-1,-108.46,-0.0204,2,-13149.77,-6.43,13,0,0,0,  N/A,  N/A,  N/A,2,100,-26299.55,-13149.77,-6.43,13,70
10 (LTG),-26337.92,-5.27,0.16,-0.5,-322.8,-38221.22,-7.66,-38221.22,-7.64,-0.69,-0.07,-42.25,0.01,0.01,3995.69,-0.09,0.85,-6.96,-7.81,-0.0055,2,-13168.96,-2.53,3.5,1,50,250.52,250.52,0.28,2,1,50,-26588.45,-26588.45,-5.34,5,90
8 (DST),-26619.57,-5.32,0.41,-0.51,-124.1,-59790.15,-11.25,-59790.15,-11.21,-0.45,-0.05,-11.07,0, N/A,7657.68,-0.4,6.05,-0.98,  N/A,-0.0239,1,-26619.57,-5.35,12,0,0,0,  N/A,  N/A,  N/A,1,100,-26619.57,-26619.57,-5.35,12,70
4 (REE),-26784.19,-5.36,6.44,-0.51,-7.94,-58235.25,-11.26,-140686.52,-23.39,-0.19,-0.02,-0.34,0.85,1.7,17557.87,-0.01,8.61,-0.69,-0.43,-0.0008,15,-1785.61,-0.4,15.13,5,33.33,152076.44,30415.29,7.04,29.8,10,66.67,-178860.63,-17886.06,-4.12,7.8,30
10 (FID),-26914.44,-5.38,1.22,-0.51,-42.18,-63356.58,-26.92,-84073.07,-15.31,-0.32,-0.03,-2.76,0.28,1.69,10964.1,-0.29,8.25,-0.72,-1.45,-0.0176,7,-3844.92,-4,20.14,1,14.29,10551.61,10551.61,17.26,29,6,85.71,-37466.05,-6244.34,-7.54,18.67,90
4 (VJC),-27004.14,-5.4,1.3,-0.52,-39.64,-37802.16,-7.47,-49524.39,-9.56,-0.55,-0.05,-4.15,0.11,0.22,4632.19,-0.23,1.75,-3.38,-4.83,-0.014,3,-9001.38,-1.83,12.67,1,33.33,3323.9,3323.9,0.68,29,2,66.67,-30328.04,-15164.02,-3.09,4.5,30
5 (PET),-27198.47,-5.44,1.89,-0.52,-27.45,-32130.33,-8.76,-53342.45,-10.19,-0.51,-0.05,-2.69,0.29,1.01,5949.94,-0.6,5.98,-0.99,-2.61,-0.0362,9,-3022.05,-1.75,14.22,2,22.22,11001.76,5500.88,2.96,34,7,77.78,-38200.23,-5457.18,-3.1,8.57,40
5 (HPX),-27334.73,-5.47,0.45,-0.52,-116.59,-37066.51,-7.28,-37066.51,-7.27,-0.74,-0.07,-16.03,0, N/A,7770.64,-0.27,2.93,-2.02,  N/A,-0.0159,1,-27334.73,-5.48,13,0,0,0,  N/A,  N/A,  N/A,1,100,-27334.73,-27334.73,-5.48,13,40
5 (TPB),-27466.88,-5.49,0.64,-0.52,-82.18,-35652.72,-12.22,-35652.72,-7.02,-0.77,-0.07,-11.71,0.26,0.77,6333.7,-0.27,2.4,-2.47,-1.12,-0.0162,4,-6866.72,-1.95,13.5,1,25,9425.84,9425.84,11.94,27,3,75,-36892.72,-12297.57,-6.58,9,40
7 (QNS),-27430.75,-5.49,0.97,-0.52,-54.1,-30540.71,-6.13,-30540.71,-6.11,-0.9,-0.09,-8.86,0, N/A,7169.57,-0.21,1.83,-3.24,  N/A,-0.0128,1,-27430.75,-5.51,27,0,0,0,  N/A,  N/A,  N/A,1,100,-27430.75,-27430.75,-5.51,27,60
4 (VCG),-27494.93,-5.5,0.56,-0.52,-94.02,-17584.05,-3.53,-29284.86,-5.86,-0.94,-0.09,-16.05,0, N/A,7118.74,-0.21,1.79,-3.32,-21.92,-0.0123,2,-13747.47,-2.8,8.5,0,0,0,  N/A,  N/A,  N/A,2,100,-27494.93,-13747.47,-2.8,8.5,30
4 (DVN),-27483.34,-5.5,1.22,-0.52,-43.06,-45243.67,-9.06,-45243.67,-9.05,-0.61,-0.06,-4.76,0, N/A,7571.67,-0.27,2.15,-2.76,-24.32,-0.016,2,-13741.67,-4.24,19,0,0,0,  N/A,  N/A,  N/A,2,100,-27483.34,-13741.67,-4.24,19,30
8 (PDR),-27659.18,-5.53,0.56,-0.53,-93.75,-60004.64,-11.03,-71664.12,-13.17,-0.39,-0.04,-7.12,0, N/A,7168.68,-0.53,8.82,-0.67,-45.67,-0.0319,3,-9219.73,-2.96,8.67,0,0,0,  N/A,  N/A,  N/A,3,100,-27659.18,-9219.73,-2.96,8.67,70
7 (VPB),-28036.74,-5.61,2.61,-0.54,-20.5,-44938.49,-10.11,-107107.47,-21.14,-0.26,-0.03,-0.97,0.59,1.78,18599.34,-0.25,5.63,-1.05,-0.94,-0.0149,4,-7009.19,-1.25,18.5,1,25,41013.66,41013.66,9.53,41,3,75,-69050.4,-23016.8,-4.84,11,60
4 (TVC),-28034.9,-5.61,2.32,-0.54,-23.08,-55951.46,-23.08,-76792.93,-14.85,-0.37,-0.04,-1.55,0.61,4.29,11683.59,-0.22,4.87,-1.22,-0.56,-0.0134,8,-3504.36,-0.75,15.5,1,12.5,44262.44,44262.44,18.17,34,7,87.5,-72297.34,-10328.19,-3.46,12.86,30
6 (MSR),-28257.48,-5.65,0.57,-0.54,-94.28,-50918.43,-11.52,-50918.43,-9.74,-0.55,-0.06,-9.68,0, N/A,6566.61,-0.25,3.05,-1.94,-22.54,-0.0149,3,-9419.16,-3.69,9.67,0,0,0,  N/A,  N/A,  N/A,3,100,-28257.48,-9419.16,-3.69,9.67,50
6 (SBS),-28226.38,-5.65,0.04,-0.54,-1513.1,-28226.38,-5.91,-28226.38,-5.65,-1,-0.1,-268.03,0, N/A,6395.88,-0.16,5.45,-1.09,  N/A,-0.0094,1,-28226.38,-5.92,2,0,0,0,  N/A,  N/A,  N/A,1,100,-28226.38,-28226.38,-5.92,2,50
9 (HII),-28517.58,-5.7,0.24,-0.55,-226.75,-16855.63,-9.73,-28517.58,-5.7,-1,-0.1,-39.76,0, N/A,7788.24,-0.38,2.81,-2.12,-138.58,-0.023,3,-9505.86,-6.73,9.33,0,0,0,  N/A,  N/A,  N/A,3,100,-28517.58,-9505.86,-6.73,9.33,80
7 (HPG),-28520.44,-5.7,6.96,-0.55,-7.84,-59381.19,-11.86,-96993.09,-17.8,-0.29,-0.03,-0.44,0.79,1.29,22522.21,-0.1,7.26,-0.82,0.54,-0.0057,29,-983.46,2.11,20.66,11,37.93,107140.83,9740.08,10.65,38.36,18,62.07,-135661.27,-7536.74,-3.11,9.83,60
4 (AAA),-28682.58,-5.74,0.45,-0.55,-122.55,-26480.5,-5.35,-30240.08,-6.05,-0.95,-0.09,-20.26,0, N/A,6911.83,-0.18,1.65,-3.61,-10.54,-0.0106,2,-14341.29,-2.9,7,0,0,0,  N/A,  N/A,  N/A,2,100,-28682.58,-14341.29,-2.9,7,30
2 (TCB),-28901.19,-5.78,0.3,-0.55,-185.07,-28901.19,-5.78,-28901.19,-5.78,-1,-0.1,-32.02,0, N/A,8312.83,-0.31,2.59,-2.3,  N/A,-0.0187,1,-28901.19,-5.79,9,0,0,0,  N/A,  N/A,  N/A,1,100,-28901.19,-28901.19,-5.79,9,10
7 (POW),-29053.2,-5.81,0.89,-0.56,-62.11,-77154.56,-14.1,-77154.56,-14.08,-0.38,-0.04,-4.41,0, N/A,9070.74,-0.24,5.72,-1.04,  N/A,-0.0142,1,-29053.2,-5.83,25,0,0,0,  N/A,  N/A,  N/A,1,100,-29053.2,-29053.2,-5.83,25,60
3 (SKG),-29174.99,-5.83,0.46,-0.56,-120.72,-41091.24,-10.17,-41091.24,-8.09,-0.71,-0.07,-14.93,0, N/A,8221.54,-0.33,3.34,-1.78,-10.48,-0.0197,4,-7293.75,-3.3,8.5,0,0,0,  N/A,  N/A,  N/A,4,100,-29174.99,-7293.75,-3.3,8.5,20
4 (NDN),-29472.7,-5.89,0.6,-0.56,-94.5,-42712.61,-8.33,-42712.61,-8.32,-0.69,-0.07,-11.36,0, N/A,6740.54,-0.16,2.19,-2.72,  N/A,-0.0094,1,-29472.7,-5.91,17,0,0,0,  N/A,  N/A,  N/A,1,100,-29472.7,-29472.7,-5.91,17,30
9 (GEX),-29610.05,-5.92,0.48,-0.57,-118.59,-33150.19,-9.67,-34666.09,-6.93,-0.85,-0.08,-17.1,0.11,0.11,7537.6,-0.54,3.87,-1.54,-3.28,-0.0322,2,-14805.02,-2.61,11.5,1,50,3540.15,3540.15,1.43,19,1,50,-33150.19,-33150.19,-6.65,4,80
3 (SSI),-29712.01,-5.94,6.19,-0.57,-9.18,-117628.94,-18.31,-206864.48,-30.72,-0.14,-0.02,-0.3,0.85,2.97,25491.36,0.09,11.04,-0.54,-0.19,0.0054,9,-3301.33,-0.17,19.44,2,22.22,166530.2,83265.1,18.08,53,7,77.78,-196242.2,-28034.6,-5.38,9.86,20
2 (OIL),-29845.1,-5.97,0.45,-0.57,-127.64,-62940.41,-12.06,-62940.41,-12.04,-0.47,-0.05,-10.6,0, N/A,8676.88,-0.33,4.73,-1.26,  N/A,-0.0199,1,-29845.1,-5.98,13,0,0,0,  N/A,  N/A,  N/A,1,100,-29845.1,-29845.1,-5.98,13,10
6 (PVT),-30040.03,-6.01,3.05,-0.57,-18.87,-65156.54,-12.69,-76987.81,-14.64,-0.39,-0.04,-1.29,0.59,1.48,7654.48,-0.33,4.98,-1.2,-0.87,-0.0197,7,-4291.43,-0.82,16.29,2,28.57,43886.37,21943.18,6.08,29,5,71.43,-73926.4,-14785.28,-3.59,11.2,50
8 (HAX),-30074.94,-6.01,0.2,-0.58,-294.77,-37347.62,-20.43,-37347.62,-7.37,-0.81,-0.08,-39.98,0, N/A,6662.58,-0.25,2.27,-2.63,-11.22,-0.0149,3,-10024.98,-8.8,9,0,0,0,  N/A,  N/A,  N/A,3,100,-30074.94,-10024.98,-8.8,9,70
5 (VGT),-30081.51,-6.02,0.38,-0.58,-153.48,-28109.89,-10.11,-30081.51,-6.02,-1,-0.1,-25.51,0, N/A,6526.95,-0.2,1.62,-3.69,-14.24,-0.012,3,-10027.17,-4.09,10,0,0,0,  N/A,  N/A,  N/A,3,100,-30081.51,-10027.17,-4.09,10,40
8 (MBS),-30126.64,-6.03,0.76,-0.58,-76.17,-60143.55,-15.1,-60143.55,-11.35,-0.5,-0.05,-6.71,0, N/A,8101.63,-0.34,4.92,-1.22,-9.97,-0.0201,3,-10042.21,-4.75,14.33,0,0,0,  N/A,  N/A,  N/A,3,100,-30126.64,-10042.21,-4.75,14.33,70
4 (DGW),-30417.39,-6.08,2.46,-0.58,-23.65,-88572.05,-15.32,-115970.34,-20.06,-0.26,-0.03,-1.18,0.61,1.53,12084.7,-0.19,8.51,-0.7,-0.07,-0.0117,7,-4345.34,0.16,15.14,2,28.57,47968.54,23984.27,10.21,34.5,5,71.43,-78385.93,-15677.19,-3.86,7.4,30
8 (CTD),-30494.96,-6.1,2.38,-0.58,-24.54,-112652.81,-19.03,-140872.11,-23.08,-0.22,-0.03,-1.06,0.29,0.88,9997,0.1,5.53,-1.08,-2.79,0.0059,4,-7623.74,-1.54,17,1,25,12605.93,12605.93,2.53,20,3,75,-43100.89,-14366.96,-2.9,16,70
10 (MBS),-30817.39,-6.16,0.16,-0.59,-360.71,-30817.39,-11.1,-30817.39,-6.16,-1,-0.1,-58.52,0, N/A,8877.52,-0.33,2.86,-2.1,  N/A,-0.0196,1,-30817.39,-11.11,9,0,0,0,  N/A,  N/A,  N/A,1,100,-30817.39,-30817.39,-11.11,9,90
6 (TDG),-30958.36,-6.19,0.14,-0.59,-423.8,-17893.45,-17.62,-34320.91,-6.85,-0.9,-0.09,-61.91,0, N/A,5191.47,-0.26,1.57,-3.81,-10.22,-0.0158,4,-7739.59,-6.74,5.25,0,0,0,  N/A,  N/A,  N/A,4,100,-30958.36,-7739.59,-6.74,5.25,50
8 (FPT),-31115.15,-6.22,1.04,-0.6,-57.34,-31475.25,-7.69,-31902.07,-6.37,-0.98,-0.09,-9,0.14,0.27,4355.44,-0.14,6.21,-0.97,-3.42,-0.0086,6,-5185.86,-1.92,12.17,2,33.33,4922.1,2461.05,1.96,20.5,4,66.67,-36037.25,-9009.31,-3.86,8,70
8 (TDG),-31336.01,-6.27,0.27,-0.6,-218.74,-23769.38,-16.91,-31336.01,-6.27,-1,-0.1,-34.9,0, N/A,7402.11,-0.34,2.43,-2.47,-5.3,-0.0204,4,-7834,-4.86,6,0,0,0,  N/A,  N/A,  N/A,4,100,-31336.01,-7834,-4.86,6,70
6 (TCM),-31415.37,-6.28,1.93,-0.6,-31.24,-51998.7,-9.62,-88170.34,-15.84,-0.36,-0.04,-1.97,0.57,2.87,17088.11,-0.07,7.37,-0.81,1.15,-0.0044,6,-5235.9,14.28,23.83,1,16.67,42364.25,42364.25,101.13,95,5,83.33,-73779.62,-14755.92,-3.09,9.6,50
5 (ITA),-31485.55,-6.3,0.99,-0.6,-60.66,-54731.21,-16.73,-75134.76,-13.82,-0.42,-0.04,-4.39,0, N/A,6957.47,-0.2,4.99,-1.2,-6.17,-0.0117,4,-7871.39,-1.67,10,0,0,0,  N/A,  N/A,  N/A,4,100,-31485.55,-7871.39,-1.67,10,40
7 (VGC),-31596.66,-6.32,0.26,-0.61,-232.22,-50072.33,-9.78,-50072.33,-9.76,-0.63,-0.06,-23.79,0, N/A,8415.19,-0.49,5.24,-1.15,  N/A,-0.0291,1,-31596.66,-6.34,8,0,0,0,  N/A,  N/A,  N/A,1,100,-31596.66,-31596.66,-6.34,8,60
9 (FTM),-32388.41,-6.48,0.23,-0.62,-265.09,-39536.42,-22.77,-42915.62,-8.41,-0.75,-0.07,-31.53,0, N/A,6571.21,-0.14,1.93,-3.12,-12.08,-0.0083,2,-16194.2,-13,13,0,0,0,  N/A,  N/A,  N/A,2,100,-32388.41,-16194.2,-13,13,80
6 (ITC),-32584.86,-6.52,1.43,-0.63,-43.74,-49861.15,-9.47,-62332.4,-11.84,-0.52,-0.05,-3.69,0.15,0.91,7450.93,-0.61,7.78,-0.77,-2.38,-0.0364,7,-4654.98,-1.74,12.29,1,14.29,5848.48,5848.48,6.64,32,6,85.71,-38433.34,-6405.56,-3.14,9,50
9 (S99),-32911.21,-6.58,0.8,-0.63,-79.07,-23403.3,-14.93,-44924.81,-8.79,-0.73,-0.07,-9,0.37,2.06,5478.95,-0.78,5.34,-1.13,-3.29,-0.0468,13,-2531.63,-3.28,8.38,2,15.38,19732.63,9866.31,8.86,28.5,11,84.62,-52643.84,-4785.8,-5.48,4.73,80
2 (HAI),-32943.85,-6.59,6.18,-0.63,-10.23,-277706.02,-33.95,-378771.98,-46.3,-0.09,-0.01,-0.22,0.87,3.91,40955.9,-0.11,14.17,-0.43,-0.18,-0.0068,11,-2994.9,-0.61,17.82,2,18.18,217240.52,108620.26,31.23,40.5,9,81.82,-250184.37,-27798.26,-7.68,12.78,10
6 (NDN),-33385.82,-6.68,1.61,-0.64,-39.86,-33324.82,-21.23,-77623.17,-14.49,-0.43,-0.04,-2.75,0.55,3.3,13312.86,-0.18,5.29,-1.14,0.33,-0.0109,14,-2384.7,1.14,11.29,2,14.29,40671.49,20335.74,24.26,32.5,12,85.71,-74057.3,-6171.44,-2.71,7.75,50
8 (CTI),-33434.7,-6.69,0.15,-0.64,-419.74,-35100.5,-13.77,-35189.59,-7.04,-0.95,-0.09,-59.64,0, N/A,7817.68,-0.54,4.19,-1.44,-19.87,-0.0324,2,-16717.35,-10,4.5,0,0,0,  N/A,  N/A,  N/A,2,100,-33434.7,-16717.35,-10,4.5,70
7 (VGS),-33540.22,-6.71,3.37,-0.64,-19.1,-55407.25,-15.45,-80404.09,-15.54,-0.42,-0.04,-1.23,0.72,2.87,16227.31,-0.28,9.78,-0.62,0.58,-0.0166,10,-3354.02,4.33,19.3,2,20,84734.01,42367.01,43.91,51.5,8,80,-118274.23,-14784.28,-5.56,11.25,60
7 (SHB),-33676.42,-6.74,4.57,-0.65,-14.16,-104065.69,-18.95,-137793.42,-24.99,-0.24,-0.03,-0.57,0.79,1.13,24078.95,-0.12,15.67,-0.39,0.87,-0.007,17,-1980.97,4.19,12.88,7,41.18,128253.72,18321.96,15.87,25.14,10,58.82,-161930.14,-16193.01,-3.99,4.3,60
9 (FID),-33709.21,-6.74,0.9,-0.65,-72.22,-99497.42,-24.81,-107891.32,-19.6,-0.31,-0.03,-3.69,0.31,0.31,9692.17,-0.48,10.28,-0.59,-0.74,-0.0288,2,-16854.61,-2.31,27.5,1,50,15232.22,15232.22,9.35,42,1,50,-48941.43,-48941.43,-13.98,13,80
5 (FTM),-33774.98,-6.75,0.37,-0.65,-173.9,-39677.28,-7.85,-39677.28,-7.84,-0.85,-0.08,-22.17,0, N/A,9591.55,-0.39,4.1,-1.48,  N/A,-0.0234,1,-33774.98,-6.77,11,0,0,0,  N/A,  N/A,  N/A,1,100,-33774.98,-33774.98,-6.77,11,40
5 (VJC),-33991.15,-6.8,0.26,-0.65,-251.57,-20486.44,-4.29,-33991.15,-6.8,-1,-0.1,-37.01,0, N/A,8505.63,-0.42,3.31,-1.83,-33.85,-0.0253,2,-16995.58,-3.51,4.5,0,0,0,  N/A,  N/A,  N/A,2,100,-33991.15,-16995.58,-3.51,4.5,40
2 (PAN),-34094.64,-6.82,0.99,-0.66,-66.15,-25451.7,-9.77,-39960.76,-7.98,-0.85,-0.08,-8.29,0.14,0.42,10135.69,-0.27,2.96,-2.04,-1.67,-0.0162,8,-4261.83,-1.38,16.88,2,25,5618.72,2809.36,4.73,24,6,75,-39713.36,-6618.89,-3.42,14.5,10
6 (GTT),-34230.08,-6.85,0.84,-0.66,-77.88,-47532.42,-10.92,-47532.42,-9.26,-0.72,-0.07,-8.41,0, N/A,6496.43,-0.31,7.98,-0.76,-7.16,-0.0185,4,-8557.52,-2.09,7.75,0,0,0,  N/A,  N/A,  N/A,4,100,-34230.08,-8557.52,-2.09,7.75,50
8 (LCG),-34336.18,-6.87,9.51,-0.66,-6.94,-95513.39,-17.65,-135680.18,-25.05,-0.25,-0.03,-0.28,0.88,2.4,33084.45,0.19,17.23,-0.35,0.07,0.0117,26,-1320.62,0.46,15.08,7,26.92,260433.01,37204.72,13.77,33.86,19,73.08,-294769.19,-15514.17,-4.44,8.16,70
7 (HOM),-34401.16,-6.88,0.28,-0.66,-239.98,-27865.75,-11.85,-38938.73,-7.74,-0.88,-0.09,-31,0.04,0.26,7808.57,-0.23,6.93,-0.87,-1.24,-0.014,7,-4914.45,-2.13,11.86,1,14.29,1573.21,1573.21,17.24,39,6,85.71,-35974.37,-5995.73,-5.36,7.33,60
3 (TTB),-34822.7,-6.96,0.07,-0.67,-943.99,-20211.96,-8.01,-34822.7,-6.96,-1,-0.1,-135.54,0, N/A,7243.55,-0.14,1.63,-3.73,-168.31,-0.0084,2,-17411.35,-7.6,3,0,0,0,  N/A,  N/A,  N/A,2,100,-34822.7,-17411.35,-7.6,3,20
8 (SHS),-35064.57,-7.01,3.54,-0.67,-19.04,-171393.69,-28.24,-185298.97,-28.5,-0.19,-0.02,-0.67,0.83,1.87,38528.89,0.25,8.62,-0.7,0.77,0.0149,13,-2697.27,6.02,20.38,4,30.77,170523.7,42630.92,33.62,42.25,9,69.23,-205588.27,-22843.14,-6.24,10.67,70
10 (VGT),-35162.02,-7.03,0.48,-0.68,-141.97,-49492.54,-17.49,-55532.42,-10.74,-0.63,-0.06,-13.22,0, N/A,10068.42,-0.35,4.89,-1.24,-81.23,-0.0208,2,-17581.01,-5.52,11.5,0,0,0,  N/A,  N/A,  N/A,2,100,-35162.02,-17581.01,-5.52,11.5,90
10 (TTH),-35428.4,-7.09,0.36,-0.68,-188.02,-37662.31,-30,-84860.17,-15.45,-0.42,-0.04,-12.17,0.39,1.18,11554.45,-0.33,8.3,-0.73,0.52,-0.0199,4,-8857.1,3.06,14.75,1,25,22889.74,22889.74,40.38,47,3,75,-58318.14,-19439.38,-9.38,4,90
9 (PXS),-35618.82,-7.12,5.35,-0.69,-12.8,-106293.6,-17.4,-160189.5,-26.21,-0.22,-0.03,-0.49,0.71,1.84,23743.04,-0.18,14.17,-0.43,-0.82,-0.0107,18,-1978.82,-1.43,18.72,5,27.78,86736.92,17347.38,9.57,28.4,13,72.22,-122355.75,-9411.98,-5.66,15,80
9 (VOS),-35701.02,-7.14,1.95,-0.69,-35.16,-93386.52,-17.46,-95959.64,-17.13,-0.37,-0.04,-2.05,0.48,0.95,10702.94,-0.41,11.2,-0.54,0.64,-0.0248,18,-1983.39,2.94,15.06,6,33.33,32396.81,5399.47,16.04,31,12,66.67,-68097.83,-5674.82,-3.61,7.08,80
6 (HHS),-35754.89,-7.15,2.41,-0.69,-28.57,-82797.32,-15.75,-106045.49,-18.59,-0.34,-0.04,-1.54,0.61,1.01,13814.2,-0.19,8.45,-0.72,-0.48,-0.0113,8,-4469.36,-0.62,16.5,3,37.5,55599.02,18533.01,7.28,25.33,5,62.5,-91353.91,-18270.78,-5.35,11.2,50
4 (NTL),-35777.03,-7.16,1.04,-0.69,-66.36,-35104.77,-9.05,-39568.33,-7.89,-0.9,-0.09,-8.41,0.05,0.13,9479.35,-0.4,3.71,-1.64,-2.09,-0.0242,7,-5111,-1.64,13.43,2,28.57,1973.63,986.82,3.33,20.5,5,71.43,-37750.66,-7550.13,-3.63,10.6,30
10 (NT2),-35826.55,-7.17,0.9,-0.69,-77,-77637.12,-14.34,-77637.12,-14.33,-0.46,-0.05,-5.37,0, N/A,9379.06,-0.53,9.9,-0.62,-46.15,-0.0319,2,-17913.27,-3.65,13,0,0,0,  N/A,  N/A,  N/A,2,100,-35826.55,-17913.27,-3.65,13,90
10 (ELC),-35902.52,-7.18,0.46,-0.69,-149.94,-67856.19,-18.25,-69154.2,-12.97,-0.52,-0.05,-11.56,0, N/A,9227.49,-0.54,8.64,-0.71,-24.65,-0.0321,2,-17951.26,-7.51,11.5,0,0,0,  N/A,  N/A,  N/A,2,100,-35902.52,-17951.26,-7.51,11.5,90
4 (CTR),-36229.15,-7.25,1.57,-0.7,-44.52,-74474.5,-13.97,-78763.1,-14.76,-0.46,-0.05,-3.02,0.11,0.11,4861.55,-0.06,1.71,-3.56,-2.94,-0.0034,2,-18114.57,-3.59,22,1,50,4704.77,4704.77,1.03,25,1,50,-40933.92,-40933.92,-8.2,19,30
6 (LCG),-36277.88,-7.26,2.44,-0.7,-28.63,-53786.55,-9.52,-101513.56,-17.96,-0.36,-0.04,-1.59,0.31,1.07,10887.99,-0.08,6.59,-0.93,-3.56,-0.0047,9,-4030.88,-2.29,12.89,2,22.22,15948.55,7974.28,2.72,23,7,77.78,-52226.43,-7460.92,-3.72,10,50
10 (PSI),-36325.21,-7.27,2.38,-0.7,-29.37,-97792.11,-17.81,-141309.69,-23.6,-0.26,-0.03,-1.24,0.57,1.14,15024.85,-0.29,20.52,-0.3,0.48,-0.0177,9,-4036.13,2.89,17.78,3,33.33,48037.14,16012.38,21.08,27.33,6,66.67,-84362.35,-14060.39,-6.2,13,90
3 (HPX),-36417.63,-7.28,4.37,-0.7,-16.06,-35163.22,-6.85,-88394.99,-17.39,-0.41,-0.04,-0.92,0.66,5.98,13693.37,-0.15,3.97,-1.54,-0.68,-0.009,10,-3641.76,-0.72,13.2,1,10,72131.46,72131.46,16.96,51,9,90,-108549.09,-12061.01,-2.69,9,20
9 (TNA),-36469.8,-7.29,0.36,-0.7,-197.06,-40806.94,-11.57,-50776.26,-9.87,-0.72,-0.07,-19.96,0.11,0.11,8805.61,-0.07,2.59,-2.35,-1.1,-0.0045,2,-18234.9,-1.97,17,1,50,4337.13,4337.13,6.04,26,1,50,-40806.94,-40806.94,-9.98,8,80
