No.,Net Profit,Net % Profit,Exposure %,CAR,RAR,Max. Trade Drawdown,Max. Trade % Drawdown,Max. Sys Drawdown,Max. Sys % Drawdown,Recovery Factor,CAR/MDD,RAR/MDD,Profit Factor,Payoff Ratio,Standard Error,RRR,Ulcer Index,Ulcer Perf. Index,Sharpe Ratio,K-Ratio,# Trades,Avg Profit/Loss,Avg % Profit/Loss,Avg Bars Held,# of winners,% of Winners,W. Tot. Profit,W. Avg. Profit,W. Avg % Profit,W. Avg. Bars Held,# of losers,% of Losers,L. Tot. Loss,L. Avg. Loss,L. Avg % Loss,L. Avg. Bars Held,RS Lower Bound
7 (LSS),1008.94,0.2,0.09,0.02,20.27,-8695.58,-11.22,-8695.58,-1.71,0.12,0.01,11.83,6.03,3.01,353.44,0.4,0.84,-6.42,4.81,0.0237,3,336.31,0.55,6.67,2,66.67,1209.65,604.83,0.93,9,1,33.33,-200.71,-200.71,-0.2,2,60
8 (FCM),989.34,0.2,0.06,0.02,29.06,-1189.11,-6.43,-1587.38,-0.32,0.62,0.06,91.64,2.14,8.56,486.1,0.13,0.09,-57.62,0.18,0.0076,5,197.87,0.25,7.4,1,20,1857.34,1857.34,5.98,15,4,80,-868,-217,-1.19,5.5,70
2 (ELC),1015.95,0.2,0.02,0.02,92.66,-523.73,-5.98,-523.73,-0.1,1.94,0.18,886.69, N/A, N/A,194.4,0.12,0.01,-415.79, N/A,0.0072,1,1015.95,13.42,33,1,100,1015.95,1015.95,13.42,33,0,0,0,  N/A,  N/A,  N/A,10
7 (QTP),901.98,0.18,0.08,0.02,20.55,-1434.1,-4.92,-1434.1,-0.29,0.63,0.06,71.94, N/A, N/A,171.97,0.11,0.04,-139.8, N/A,0.0064,1,901.98,3.34,40,1,100,901.98,901.98,3.34,40,0,0,0,  N/A,  N/A,  N/A,60
4 (G36),924.5,0.18,0.02,0.02,79.34,-2928.89,-10.34,-2928.89,-0.58,0.32,0.03,136.1, N/A, N/A,243.5,0.19,0.09,-56.85, N/A,0.0116,1,924.5,3.57,12,1,100,924.5,924.5,3.57,12,0,0,0,  N/A,  N/A,  N/A,30
2 (TTH),906,0.18,0.04,0.02,47.98,-1218.78,-10.53,-1912.23,-0.38,0.47,0.04,125.75,10.62,15.93,145.93,0.1,0.03,-168.79,3.12,0.0059,5,181.2,4.25,13.6,2,40,1000.16,500.08,10.93,27,3,60,-94.16,-31.39,-0.2,4.67,10
7 (HOM),899.08,0.18,0.07,0.02,25.12,-1686.32,-8.75,-1712.98,-0.34,0.52,0.05,73.47,2.33,7,363.17,0.36,0.17,-32.08,1,0.0218,4,224.77,2.64,17.5,1,25,1573.21,1573.21,17.24,39,3,75,-674.13,-224.71,-2.23,10.33,60
6 (QTP),901.98,0.18,0.08,0.02,20.55,-1434.1,-4.92,-1434.1,-0.29,0.63,0.06,71.94, N/A, N/A,171.97,0.11,0.04,-139.8, N/A,0.0064,1,901.98,3.34,40,1,100,901.98,901.98,3.34,40,0,0,0,  N/A,  N/A,  N/A,50
9 (KSQ),788.05,0.16,0.01,0.01,114.54,-1548.45,-20,-1548.45,-0.31,0.51,0.05,371.14,7.1,7.1,256.63,0.14,0.06,-83.59,2.71,0.0084,2,394.02,6.41,15,1,50,917.29,917.29,15.57,23,1,50,-129.24,-129.24,-2.76,7,80
5 (VPH),729.84,0.15,0.05,0.01,25.88,-3379.3,-16.16,-3460.87,-0.69,0.21,0.02,37.7,9.95,9.95,325.26,0.31,0.51,-10.61,-0.48,0.0183,2,364.92,-0.3,21,1,50,811.41,811.41,4.86,38,1,50,-81.58,-81.58,-5.46,4,40
1 (TTH),725.2,0.15,0.02,0.01,75.06,-739.26,-9.52,-739.26,-0.15,0.98,0.09,508.42, N/A, N/A,144.39,0.1,0.03,-213.06, N/A,0.0062,1,725.2,10.32,32,1,100,725.2,725.2,10.32,32,0,0,0,  N/A,  N/A,  N/A,0
9 (HCM),715.86,0.14,3.07,0.01,0.43,-51703.79,-18.1,-129417.93,-20.54,0.01,0,0.02,1.01,1.84,34285.41,0.05,11.24,-0.48,0.64,0.0031,17,42.11,6.28,24.76,6,35.29,125946.33,20991.06,29,51,11,64.71,-125230.48,-11384.59,-6.11,10.45,80
4 (HDB),681.19,0.14,0.67,0.01,1.89,-25192.58,-4.81,-25192.58,-4.81,0.03,0,0.39, N/A, N/A,940.12,0.08,1.75,-3.08,  N/A,0.0046,1,681.19,0.14,19,1,100,681.19,681.19,0.14,19,0,0,0,  N/A,  N/A,  N/A,30
9 (TVC),632.38,0.13,0.71,0.01,1.65,-12694.55,-5.67,-22204.5,-4.25,0.03,0,0.39,1.04,2.08,3282.95,0.05,1.44,-3.75,-0.13,0.0032,3,210.79,0.13,16.67,1,33.33,17067.22,17067.22,8.81,40,2,66.67,-16434.84,-8217.42,-4.21,5,80
6 (REE),673.4,0.13,1.52,0.01,0.82,-35628.05,-6.41,-55333.15,-9.95,0.01,0,0.08,1.03,3.1,8233.33,0.08,6.23,-0.86,-2.07,0.0046,4,168.35,-1.25,14.5,1,25,20378.5,20378.5,4.08,37,3,75,-19705.1,-6568.37,-3.03,7,50
6 (CDO),528.66,0.11,0,0.01,330.1,-539.46,-9.09,-539.46,-0.11,0.98,0.09,3062.75, N/A, N/A,146.83,0.24,0,-1830.05, N/A,0.0146,1,528.66,9.79,8,1,100,528.66,528.66,9.79,8,0,0,0,  N/A,  N/A,  N/A,50
3 (DRC),539.38,0.11,0.27,0.01,3.77,-8762.63,-5,-8762.63,-1.73,0.06,0.01,2.18, N/A, N/A,309.88,0.11,0.4,-13.35,  N/A,0.0069,1,539.38,0.32,22,1,100,539.38,539.38,0.32,22,0,0,0,  N/A,  N/A,  N/A,20
2 (LAS),483.7,0.1,0.05,0.01,17.13,-1087.11,-3.57,-1087.11,-0.22,0.44,0.04,78.86, N/A, N/A,96.09,0.05,0.02,-309.85, N/A,0.0032,1,483.7,1.62,24,1,100,483.7,483.7,1.62,24,0,0,0,  N/A,  N/A,  N/A,10
5 (NAF),478.29,0.1,0.47,0.01,1.9,-10734.65,-3.47,-10734.65,-2.1,0.04,0,0.9, N/A, N/A,535.39,0.13,1.31,-4.11,  N/A,0.0075,1,478.29,0.16,22,1,100,478.29,478.29,0.16,22,0,0,0,  N/A,  N/A,  N/A,40
5 (ITD),489.91,0.1,0.03,0.01,30.19,-1283.69,-6.65,-1283.69,-0.26,0.38,0.04,118, N/A, N/A,159.1,0.27,0.11,-49.25, N/A,0.0162,1,489.91,2.8,23,1,100,489.91,489.91,2.8,23,0,0,0,  N/A,  N/A,  N/A,40
3 (LAS),483.7,0.1,0.05,0.01,17.13,-1087.11,-3.57,-1087.11,-0.22,0.44,0.04,78.86, N/A, N/A,96.09,0.05,0.02,-309.85, N/A,0.0032,1,483.7,1.62,24,1,100,483.7,483.7,1.62,24,0,0,0,  N/A,  N/A,  N/A,20
9 (KMR),496.17,0.1,0.95,0.01,0.97,-43039.92,-11.8,-55571.91,-9.99,0.01,0,0.1,1.03,3.09,3256.83,-0.07,9.8,-0.55,-2.01,-0.0042,4,124.04,-2.46,17.5,1,25,17514.48,17514.48,5.76,32,3,75,-17018.32,-5672.77,-5.2,12.67,80
7 (VPI),524.01,0.1,1.33,0.01,0.73,-9858.67,-2.61,-13937.07,-2.71,0.04,0,0.27,1.06,2.12,2472.2,0.18,0.77,-6.99,-0.33,0.0109,3,174.67,0.2,17,1,33.33,8932.04,8932.04,2.45,36,2,66.67,-8408.04,-4204.02,-0.92,7.5,60
9 (CSV),464.95,0.09,0.69,0.01,1.25,-41608.62,-11.38,-41608.62,-7.7,0.01,0,0.16,1.14,1.14,1863.79,0.04,4.57,-1.18,-3.05,0.0027,2,232.47,-1.51,16,1,50,3894.36,3894.36,0.86,19,1,50,-3429.41,-3429.41,-3.88,13,80
5 (KHP),404.93,0.08,0.05,0.01,16.53,-405.05,-3.29,-405.05,-0.08,1,0.09,204.36, N/A, N/A,108.23,0.45,0.04,-139.2,6.91,0.0272,2,202.47,1.68,26,2,100,404.93,202.47,1.68,26,0,0,0,  N/A,  N/A,  N/A,40
4 (PVG),350.93,0.07,0.01,0.01,96.6,-161.54,-6.02,-161.54,-0.03,2.17,0.2,2992.7, N/A, N/A,101.46,0.31,0.01,-629.08, N/A,0.0188,1,350.93,15.73,37,1,100,350.93,350.93,15.73,37,0,0,0,  N/A,  N/A,  N/A,30
8 (FCN),346.4,0.07,1.81,0.01,0.36,-26717.12,-8.82,-41976.06,-7.78,0.01,0,0.05,1.01,1.01,5299.09,0.02,4.98,-1.08,0.63,0.0011,6,57.73,1.03,18.33,3,50,28776.8,9592.27,4.74,26,3,50,-28430.4,-9476.8,-2.68,10.67,70
8 (GTT),329.11,0.07,0.74,0.01,0.83,-51388.56,-11.59,-54990.27,-9.99,0.01,0,0.08,1.06,1.06,2228.22,-0.04,8.47,-0.64,-1.21,-0.0021,2,164.55,-0.17,15.5,1,50,5639.11,5639.11,1.44,14,1,50,-5310,-5310,-1.79,17,70
9 (VPH),297.28,0.06,0.25,0.01,2.2,-9437.95,-17.65,-9437.95,-1.86,0.03,0,1.18,1.08,0.72,1149.58,0.16,0.88,-6.14,0.87,0.0094,5,59.46,2.23,24.2,3,60,4160.07,1386.69,7.19,31.67,2,40,-3862.79,-1931.4,-5.21,13,80
3 (HVH),264.05,0.05,0.06,0,8.65,-1371.24,-6.25,-1371.24,-0.27,0.19,0.02,31.64, N/A, N/A,67.13,0.02,0.02,-337.51, N/A,0.0013,1,264.05,1.3,38,1,100,264.05,264.05,1.3,38,0,0,0,  N/A,  N/A,  N/A,20
5 (PHC),240.29,0.05,0.01,0,39.73,-843.39,-0.56,-843.39,-0.17,0.28,0.03,235.51, N/A, N/A,70.86,0.26,0,-1655.31, N/A,0.0157,1,240.29,0.16,2,1,100,240.29,240.29,0.16,2,0,0,0,  N/A,  N/A,  N/A,40
2 (VOS),160.75,0.03,0,0,62.67,-209.79,-8.75,-209.79,-0.04,0.77,0.07,1494.71, N/A, N/A,19.85,0.06,0,-1779.93, N/A,0.0035,1,160.75,7.88,30,1,100,160.75,160.75,7.88,30,0,0,0,  N/A,  N/A,  N/A,10
5 (TDG),141.92,0.03,0,0,94.98,-216.46,-0.57,-216.46,-0.04,0.66,0.06,2195.6, N/A, N/A,25.62,0.11,0.01,-665.94, N/A,0.0064,1,141.92,0.38,2,1,100,141.92,141.92,0.38,2,0,0,0,  N/A,  N/A,  N/A,40
7 (SHI),143.88,0.03,3.06,0,0.09,-28811.53,-13.68,-58360.53,-10.81,0,0,0.01,1,0.8,4538.29,-0.05,5.06,-1.07,0.23,-0.0028,9,15.99,0.72,18.67,5,55.56,34535.07,6907.01,4.51,26.8,4,44.44,-34391.19,-8597.8,-4.02,8.5,60
4 (TDG),141.92,0.03,0,0,94.98,-216.46,-0.57,-216.46,-0.04,0.66,0.06,2195.6, N/A, N/A,25.62,0.11,0.01,-665.94, N/A,0.0064,1,141.92,0.38,2,1,100,141.92,141.92,0.38,2,0,0,0,  N/A,  N/A,  N/A,30
5 (REE),173.02,0.03,1.6,0,0.2,-40740.81,-8.14,-41659.92,-8.32,0,0,0.02,1,1,3066.05,0.01,4.3,-1.26,-0.04,0.0007,2,86.51,0.36,22.5,1,50,39972.08,39972.08,8.7,38,1,50,-39799.06,-39799.06,-7.97,7,40
4 (VDS),100.27,0.02,0.12,0,1.57,-2119.75,-3.88,-2119.75,-0.42,0.05,0,3.71, N/A, N/A,133.19,0.08,0.16,-33.83,  N/A,0.0047,1,100.27,0.19,31,1,100,100.27,100.27,0.19,31,0,0,0,  N/A,  N/A,  N/A,30
5 (VDS),104.83,0.02,0,0,49.16,-183.16,-6.58,-183.16,-0.04,0.57,0.05,1342.79, N/A, N/A,28.21,0.52,0.02,-262.07, N/A,0.0311,1,104.83,4.14,21,1,100,104.83,104.83,4.14,21,0,0,0,  N/A,  N/A,  N/A,40
5 (GMD),67.93,0.01,2.3,0,0.05,-51588.2,-9.35,-59351.28,-10.74,0,0,0.01,1,3.01,3957.57,0.08,3.83,-1.41,-0.8,0.0046,4,16.98,-0.05,16.75,1,25,15082.1,15082.1,3.08,55,3,75,-15014.17,-5004.72,-1.1,4,40
4 (GIL),33.96,0.01,0.01,0,6.23,-338.96,-0.75,-338.96,-0.07,0.1,0.01,91.9, N/A, N/A,10.49,0.02,0,-2864.07,  N/A,0.0011,1,33.96,0.08,4,1,100,33.96,33.96,0.08,4,0,0,0,  N/A,  N/A,  N/A,30
8 (BCG),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
8 (ABB),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
8 (OIL),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
1 (TNG),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
1 (HHG),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
8 (CKG),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
3 (VAB),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,20
8 (TDT),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
8 (EVG),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
1 (TNH),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
3 (ASP),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,20
1 (HDG),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
8 (SZC),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
3 (KDH),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,20
1 (HDC),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
1 (HDB),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
8 (HHV),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
8 (LMH),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
9 (PVP),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,80
1 (TNT),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
8 (DXP),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
1 (BVH),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
1 (HCM),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
3 (NRC),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,20
1 (TPB),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
8 (AAT),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
4 (KHP),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,30
3 (PHR),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,20
1 (TSC),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
1 (HCD),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
10 (BCC),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,90
8 (ASP),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
8 (BSR),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
1 (BVS),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
8 (FRT),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
1 (DGC),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
8 (DAH),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
8 (SGP),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
1 (EIB),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
8 (TNA),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
1 (HBC),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
1 (TTA),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
8 (VAB),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
8 (AAS),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
3 (PLC),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,20
8 (DRI),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
8 (TNH),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
1 (HAX),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
8 (BVB),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
8 (PVP),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
1 (VTO),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
1 (HAR),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
8 (DXS),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
1 (VOS),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
1 (HAP),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
