No.,Net Profit,Net % Profit,Exposure %,CAR,RAR,Max. Trade Drawdown,Max. Trade % Drawdown,Max. Sys Drawdown,Max. Sys % Drawdown,Recovery Factor,CAR/MDD,RAR/MDD,Profit Factor,Payoff Ratio,Standard Error,RRR,Ulcer Index,Ulcer Perf. Index,Sharpe Ratio,K-Ratio,# Trades,Avg Profit/Loss,Avg % Profit/Loss,Avg Bars Held,# of winners,% of Winners,W. Tot. Profit,W. Avg. Profit,W. Avg % Profit,W. Avg. Bars Held,# of losers,% of Losers,L. Tot. Loss,L. Avg. Loss,L. Avg % Loss,L. Avg. Bars Held,RS Lower Bound
6 (MWG),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,50
1 (BCC),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
10 (ASP),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,90
9 (ASP),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,80
8 (ASP),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
1 (NAF),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
2 (NAF),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,10
3 (NAF),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,20
6 (TNH),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,50
5 (TNH),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,40
6 (ASP),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,50
7 (ASP),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,60
4 (TNH),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,30
5 (ASP),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,40
4 (ASP),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,30
1 (NDN),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
2 (NDN),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,10
3 (NDN),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,20
4 (NDN),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,30
5 (NDN),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,40
3 (ASP),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,20
2 (ASP),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,10
1 (ASP),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
2 (TNH),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,10
1 (NKG),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
3 (TNH),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,20
2 (NKG),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,10
4 (NKG),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,30
3 (NKG),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,20
1 (TNH),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
6 (NKG),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,50
3 (DBC),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,20
10 (ASM),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,90
4 (TNG),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,30
9 (ASM),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,80
1 (NLG),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
2 (NLG),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,10
3 (NLG),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,20
5 (NLG),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,40
4 (NLG),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,30
6 (NLG),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,50
8 (ASM),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
5 (TNG),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,40
5 (DDV),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,40
3 (TNG),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,20
2 (NRC),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,10
1 (NRC),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
4 (NRC),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,30
3 (NRC),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,20
5 (NRC),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,40
6 (NRC),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,50
7 (NRC),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,60
8 (NRC),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
10 (NRC),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,90
6 (ASM),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,50
3 (NT2),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,20
1 (NT2),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
2 (NT2),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,10
4 (NT2),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,30
5 (NT2),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,40
2 (TNG),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,10
4 (DBC),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,30
1 (TNG),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
5 (ASM),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,40
8 (DDV),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
1 (NTL),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
2 (NTL),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,10
3 (NTL),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,20
4 (NTL),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,30
5 (NTL),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,40
7 (ASM),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,60
1 (ASM),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
3 (ASM),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,20
7 (TNA),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,60
1 (NVB),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
6 (TNA),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,50
2 (NVB),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,10
3 (NVB),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,20
4 (NVB),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,30
4 (ASM),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,30
2 (ASM),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,10
4 (TNA),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,30
4 (ART),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,30
10 (ART),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,90
1 (NVL),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
7 (ART),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,60
2 (NVL),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,10
3 (NVL),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,20
4 (NVL),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,30
5 (NVL),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,40
7 (NVL),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,60
8 (ART),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,70
6 (ART),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,50
9 (ART),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,80
7 (DDV),-16.24,0,0.01,0,-3.92,-1229.41,-13.16,-1229.41,-0.25,-0.01,0,-15.96,0, N/A,40.13,-0.03,0.12,-45,  N/A,-0.0016,1,-16.24,-0.2,13,0,0,0,  N/A,  N/A,  N/A,1,100,-16.24,-16.24,-0.2,13,60
1 (OCB),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0
2 (OCB),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,10
3 (OCB),0,0,0,0,  N/A,0,0,0,0,  N/A,  N/A,  N/A, N/A, N/A,0,  N/A,0,  N/A,0,    N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,0,  N/A,0,  N/A,  N/A,  N/A,20
