No.,Net Profit,Net % Profit,Exposure %,CAR,RAR,Max. Trade Drawdown,Max. Trade % Drawdown,Max. Sys Drawdown,Max. Sys % Drawdown,Recovery Factor,CAR/MDD,RAR/MDD,Profit Factor,Payoff Ratio,Standard Error,RRR,Ulcer Index,Ulcer Perf. Index,Sharpe Ratio,K-Ratio,# Trades,Avg Profit/Loss,Avg % Profit/Loss,Avg Bars Held,# of winners,% of Winners,W. Tot. Profit,W. Avg. Profit,W. Avg % Profit,W. Avg. Bars Held,# of losers,% of Losers,L. Tot. Loss,L. Avg. Loss,L. Avg % Loss,L. Avg. Bars Held,RS Lower Bound
9 (DPG),90139.87,18.03,2.69,1.55,57.73,-79348.03,-19.1,-104644.2,-16.5,0.86,0.09,3.5,4.91,2.46,14599.69,0.24,4.31,-0.89,2.07,0.0141,6,15023.31,7.45,26.83,4,66.67,113171.52,28292.88,12.91,34,2,33.33,-23031.65,-11515.82,-3.47,12.5,80
9 (PHC),89428.46,17.89,2.96,1.54,52.13,-36605.44,-11.36,-55443.52,-8.83,1.61,0.17,5.91,3.82,4.59,22374.35,0.44,3.45,-1.12,1.28,0.0266,11,8129.86,6.47,23,5,45.45,121088.24,24217.65,17.69,44.2,6,54.55,-31659.78,-5276.63,-2.87,5.33,80
8 (HHS),88981.92,17.8,2.66,1.54,57.66,-55756.99,-15.75,-79603.44,-13.11,1.12,0.12,4.4,5.22,1.04,14869.99,0.61,5.97,-0.65,2.57,0.0366,6,14830.32,5.34,23.33,5,83.33,110083.87,22016.77,7.17,27.6,1,16.67,-21101.95,-21101.95,-3.83,2,70
6 (VCG),88784.56,17.76,2.72,1.53,56.45,-118616.94,-20.27,-147752.73,-20.06,0.6,0.08,2.81,2.22,11.11,51739.47,0.1,14.45,-0.27,1.16,0.006,6,14797.43,5.63,15.83,1,16.67,161413.26,161413.26,46.34,46,5,83.33,-72628.7,-14525.74,-2.51,9.8,50
9 (HHG),88632.22,17.73,3,1.53,51.04,-57952.81,-15.96,-59453.55,-11.87,1.49,0.13,4.3,2.36,16.51,34333.45,0.35,5.14,-0.75,-0.11,0.0212,8,11079.03,-0.14,16.88,1,12.5,153844.76,153844.76,44.2,66,7,87.5,-65212.54,-9316.08,-6.47,9.86,80
4 (GVR),87583.59,17.52,1.23,1.51,122.95,-22656,-4.05,-22656,-4.04,3.87,0.37,30.4, N/A, N/A,6591.57,0.06,0.17,-22.98, N/A,0.0034,1,87583.59,17.55,34,1,100,87583.59,87583.59,17.55,34,0,0,0,  N/A,  N/A,  N/A,30
7 (PVS),87216.16,17.44,4.66,1.51,32.33,-115251.31,-16.39,-156593.71,-22.25,0.56,0.07,1.45,1.99,3.99,34263.91,0.26,6.72,-0.58,0.91,0.0156,6,14536.03,3.21,21.83,2,33.33,175008.15,87504.07,17.12,49,4,66.67,-87791.99,-21948,-3.74,8.25,60
6 (HNG),87064.11,17.41,2.13,1.51,70.74,-49220.73,-7.88,-49220.73,-7.88,1.77,0.19,8.98,5.84,11.68,18327.49,0,2.07,-1.89,1.79,-0.0001,3,29021.37,6.06,20,1,33.33,105051.22,105051.22,21.83,56,2,66.67,-17987.11,-8993.55,-1.82,2,50
10 (SCR),86404.8,17.28,16.22,1.49,9.21,-241154.86,-23.58,-515684.71,-50.43,0.17,0.03,0.18,1.16,2.75,101924.96,0.05,32.11,-0.12,0.24,0.003,27,3200.18,1.36,17.52,8,29.63,631929.32,78991.17,15.93,32.13,19,70.37,-545524.53,-28711.82,-4.78,11.37,90
9 (NRC),85720.19,17.14,1.07,1.48,139.15,-32189.97,-16,-32189.97,-5.85,2.66,0.25,23.79, N/A, N/A,11291.27,0.09,0.42,-9.27,2.96,0.0055,2,42860.09,31.67,51.5,2,100,85720.19,42860.09,31.67,51.5,0,0,0,  N/A,  N/A,  N/A,80
9 (HID),85069.14,17.01,2.59,1.47,56.94,-307290.02,-34.15,-343702.42,-38.2,0.25,0.04,1.49,2.58,4.64,31925.97,0.3,21.19,-0.19,0.32,0.0182,14,6076.37,0.85,13.57,5,35.71,139021.81,27804.36,9.5,24.4,9,64.29,-53952.67,-5994.74,-3.95,7.56,80
9 (HQC),84916.45,16.98,14.91,1.47,9.86,-344922.73,-32.35,-518670.92,-48.65,0.16,0.03,0.2,1.16,2.05,103203.6,0.15,18.3,-0.21,0.64,0.0091,25,3396.66,3.52,21.36,9,36,630297.06,70033.01,18.88,40.33,16,64,-545380.61,-34086.29,-5.11,10.69,80
10 (GMD),84266.05,16.85,16.26,1.46,8.98,-55612.81,-18.03,-150555.66,-30.11,0.56,0.05,0.3,1.26,3.47,37361.37,0.3,12.78,-0.31,-0.27,0.018,30,2808.87,-0.45,19.23,8,26.67,404614.18,50576.77,12.93,45.25,22,73.33,-320348.13,-14561.28,-5.31,9.77,90
7 (GVR),84219.06,16.84,1.56,1.46,93.81,-62264.64,-9.64,-62264.64,-9.63,1.35,0.15,9.74,15.02,7.51,23052.85,0.21,3.11,-1.27,2.85,0.0126,3,28073.02,6.97,16,2,66.67,90225.22,45112.61,13.11,22.5,1,33.33,-6006.16,-6006.16,-5.3,3,60
7 (LPB),84022.51,16.8,2.58,1.46,56.54,-84397.99,-12.63,-84397.99,-12.63,1,0.12,4.48,3.02,9.05,24523.22,-0.07,4.74,-0.83,1.22,-0.0039,4,21005.63,4.75,18.25,1,25,125681.55,125681.55,27.46,54,3,75,-41659.04,-13886.35,-2.83,6.33,60
7 (SZC),83855.62,16.77,0.95,1.45,153.13,-70186.69,-16.55,-70186.69,-10.89,1.19,0.13,14.06, N/A, N/A,16576.49,0.12,1.62,-2.43, N/A,0.0071,1,83855.62,30.04,42,1,100,83855.62,83855.62,30.04,42,0,0,0,  N/A,  N/A,  N/A,60
7 (TLH),82953.17,16.59,1.03,1.44,139.73,-96495.42,-14.88,-96495.42,-14.87,0.86,0.1,9.4,167.36,167.36,20972.62,0.52,6.56,-0.6,2.9,0.0315,4,20738.29,3.96,10,2,50,83451.81,41725.91,8.83,18,2,50,-498.64,-249.32,-0.91,2,60
6 (OIL),82352.7,16.47,1.75,1.43,81.52,-63091.75,-12.35,-63091.75,-10.05,1.31,0.14,8.11,6.72,6.72,16806.65,0.07,1.83,-2.18,2.2,0.004,2,41176.35,11.32,29.5,1,50,96747.33,96747.33,25.53,54,1,50,-14394.63,-14394.63,-2.88,5,50
7 (HPX),81375.54,16.28,2.74,1.41,51.57,-40617.1,-6.67,-40617.1,-6.59,2,0.21,7.83,42.87,42.87,16749.7,0.13,1.39,-2.86,2.22,0.0081,2,40687.77,8.29,38,1,50,83319.2,83319.2,16.96,51,1,50,-1943.66,-1943.66,-0.39,25,60
5 (VIG),81037.4,16.21,0.52,1.41,271.68,-51748.2,-20,-51748.2,-8.37,1.57,0.17,32.45, N/A, N/A,23284.58,0.38,3.03,-1.32, N/A,0.0228,1,81037.4,57.64,38,1,100,81037.4,81037.4,57.64,38,0,0,0,  N/A,  N/A,  N/A,40
9 (KBC),80708.22,16.14,12.4,1.4,11.31,-177753.3,-20.54,-328782.92,-37.97,0.25,0.04,0.3,1.17,3,110214.03,0.13,24.27,-0.16,0.32,0.0078,25,3228.33,1.59,15.52,7,28,569753.38,81393.34,17.35,32.71,18,72,-489045.16,-27169.18,-4.54,8.83,80
9 (MBB),80719.1,16.14,10.98,1.4,12.77,-42336.75,-7.98,-58653.45,-10.9,1.38,0.13,1.17,1.89,4.73,22188.51,0.27,4.29,-0.93,0.57,0.0164,21,3843.77,1.1,18.43,6,28.57,171270.12,28545.02,7.49,37,15,71.43,-90551.02,-6036.73,-1.45,11,80
9 (GEG),78725.61,15.75,3,1.37,45.65,-41623.8,-6.53,-60064.04,-9.42,1.31,0.15,4.84,3.37,5.06,25852.8,0.21,2.16,-1.87,1.21,0.0128,5,15745.12,3.63,20.6,2,40,111897.68,55948.84,12.1,30,3,60,-33172.07,-11057.36,-2.02,14.33,80
9 (HCD),78723.62,15.74,2.64,1.37,51.93,-116803.2,-27.18,-146460.19,-21.2,0.54,0.06,2.45,2.76,9.66,21534.53,0.26,9,-0.45,0.88,0.0157,9,8747.07,4.59,20.22,2,22.22,123489.16,61744.58,35.1,47,7,77.78,-44765.55,-6395.08,-4.13,12.57,80
9 (LMH),78592.65,15.72,2.38,1.37,57.44,-64844.22,-22.38,-97832.21,-14.46,0.8,0.09,3.97,2.98,2.98,29267.42,0.23,3.78,-1.07,0.77,0.0135,4,19648.16,5.9,29,2,50,118373.7,59186.85,23.09,42,2,50,-39781.05,-19890.52,-11.3,16,80
8 (TNG),77193.46,15.44,5.44,1.35,24.73,-84564.55,-18.35,-145060.54,-21.64,0.53,0.06,1.14,1.56,2.87,24377.41,0.21,7.09,-0.57,0.19,0.0125,17,4540.79,0.69,15.41,6,35.29,214060.37,35676.73,10.68,30.5,11,64.71,-136866.92,-12442.45,-4.75,7.18,70
8 (GEX),76006.69,15.2,3.91,1.33,33.89,-52153.39,-9.67,-53019.93,-8.92,1.43,0.15,3.8,2.26,3.61,32871.36,0.17,4.91,-0.83,0.91,0.0104,13,5846.67,1.51,12.69,5,38.46,136409.07,27281.81,7.02,24,8,61.54,-60402.37,-7550.3,-1.94,5.63,70
7 (FPT),75701.79,15.14,4.48,1.32,29.51,-26391.92,-6.08,-31703.22,-5.83,2.39,0.23,5.06, N/A, N/A,6429.11,0.63,2.41,-1.7,2.68,0.0376,4,18925.45,7.42,40.75,4,100,75701.79,18925.45,7.42,40.75,0,0,0,  N/A,  N/A,  N/A,60
7 (HID),75037.69,15.01,1.51,1.31,86.77,-82995.17,-20.99,-83306.95,-12.66,0.9,0.1,6.85,46.53,31.02,19276.75,0.5,7.21,-0.57,2.11,0.0301,5,15007.54,4.85,16,3,60,76685.65,25561.88,9.01,24,2,40,-1647.97,-823.98,-1.39,4,60
7 (IDJ),74282.25,14.86,1.39,1.3,93.19,-80838.8,-18.75,-127342.97,-18.15,0.58,0.07,5.13,2.39,3.59,37754.57,0.28,9.84,-0.42,0.95,0.017,5,14856.45,6.6,18.6,2,40,127537.92,63768.96,31.54,40.5,3,60,-53255.67,-17751.89,-10.02,4,60
8 (VPB),72904.71,14.58,3.69,1.27,34.5,-80276.43,-13.23,-166187.15,-24.44,0.44,0.05,1.41,1.67,1.67,25756.69,0.07,4.41,-0.94,0.8,0.0039,4,18226.18,4.66,25.75,2,50,181951.83,90975.92,18.9,40,2,50,-109047.13,-54523.56,-9.58,11.5,70
8 (TDM),71648.85,14.33,1.27,1.25,98.76,-23539.04,-6.03,-23539.04,-3.96,3.04,0.32,24.94, N/A, N/A,12914.34,0.12,0.62,-6.66, N/A,0.007,1,71648.85,24.23,55,1,100,71648.85,71648.85,24.23,55,0,0,0,  N/A,  N/A,  N/A,70
10 (BVH),71181.2,14.24,16.26,1.25,7.67,-160748.79,-21.21,-475612.71,-58.39,0.15,0.02,0.13,1.1,1.98,115249.35,0.16,31.68,-0.13,0.51,0.0095,28,2542.19,2.79,18.93,10,35.71,765065.39,76506.54,20.43,35,18,64.29,-693884.19,-38549.12,-7,10,90
7 (GAS),71070.92,14.21,4.15,1.24,29.98,-77662.34,-11.29,-124867.15,-18.13,0.57,0.07,1.65,1.93,15.43,36642.95,0.16,7.38,-0.56,0.68,0.0097,9,7896.77,1.96,13.44,1,11.11,147591.96,147591.96,31.94,63,8,88.89,-76521.04,-9565.13,-1.79,7.25,60
7 (AAA),70968.33,14.19,3.5,1.24,35.47,-78206.09,-12.27,-78206.09,-12.69,0.91,0.1,2.79,6.35,9.53,13278.11,0.21,6.55,-0.64,1.26,0.0129,5,14193.67,2.65,23.4,2,40,84228.17,42114.09,8.69,45.5,3,60,-13259.84,-4419.95,-1.37,8.67,60
7 (POW),70162.78,14.03,1.12,1.23,109.93,-56179.31,-8.98,-56179.31,-8.97,1.25,0.14,12.26, N/A, N/A,20631.45,0.3,3.86,-1.08, N/A,0.0179,1,70162.78,14.07,31,1,100,70162.78,70162.78,14.07,31,0,0,0,  N/A,  N/A,  N/A,60
9 (CTS),70156.86,14.03,1.28,1.23,95.7,-18771.63,-13.04,-24862.86,-4.3,2.82,0.29,22.24,4.91,10.64,17215.27,0.37,2.99,-1.4,0.81,0.0224,19,3692.47,3.28,16.74,6,31.58,88095,14682.5,17.54,33.33,13,68.42,-17938.14,-1379.86,-3.3,9.08,80
10 (CTD),69836.51,13.97,5.76,1.22,21.24,-133798.31,-19.03,-160548.55,-21.98,0.43,0.06,0.97,1.52,3.04,49350.64,0.36,8.62,-0.48,0.7,0.0214,9,7759.61,2.98,24,3,33.33,204255.07,68085.02,17.45,44.33,6,66.67,-134418.56,-22403.09,-4.25,13.83,90
6 (NVL),69317.23,13.86,2.43,1.22,50.11,-24308.39,-4.19,-24308.39,-4.32,2.85,0.28,11.59,4.51,4.51,13632.49,-0.02,1.6,-2.61,1.61,-0.0015,2,34658.61,7.31,33.5,1,50,89072.56,89072.56,18.58,65,1,50,-19755.33,-19755.33,-3.96,2,50
10 (KVC),68526.87,13.71,6.51,1.2,18.46,-115874.01,-18.75,-126925.44,-20.01,0.54,0.06,0.92,1.68,4.48,24487.33,0.36,10.36,-0.4,-0.5,0.0214,11,6229.72,-0.87,20.27,3,27.27,169089.07,56363.02,12.03,44.33,8,72.73,-100562.2,-12570.28,-5.72,11.25,90
8 (DGC),68465.91,13.69,0.95,1.2,126,-23723.96,-11.54,-23723.96,-4.02,2.89,0.3,31.35,13.26,26.53,13372.67,0.09,0.61,-6.92,1.26,0.0054,6,11410.99,9.4,19,2,33.33,74048.97,37024.49,34.81,40,4,66.67,-5583.06,-1395.77,-3.31,8.5,70
7 (KMR),67978.61,13.6,1.06,1.19,112.64,-42496.06,-18.03,-68395.07,-11.47,0.99,0.1,9.82,3.61,6.01,13753.6,0.54,7.11,-0.59,1.27,0.0324,8,8497.33,12.58,26.38,3,37.5,94068.44,31356.15,42.61,53,5,62.5,-26089.83,-5217.97,-5.44,10.4,60
10 (QNS),67826.97,13.57,7.72,1.19,15.43,-88838.37,-13.58,-159002.96,-25.91,0.43,0.05,0.6,1.84,4.29,19500.79,0.15,7.4,-0.57,0.45,0.0092,10,6782.7,1.48,23.6,3,30,148580.85,49526.95,10.21,44.33,7,70,-80753.88,-11536.27,-2.26,14.71,90
9 (HDG),67484.7,13.5,3.14,1.19,37.7,-37694.03,-21.2,-93248.81,-16.77,0.72,0.07,2.25,2.02,3.02,12850.06,0.12,5.88,-0.72,1.32,0.0073,10,6748.47,6.19,21.9,4,40,133940.78,33485.19,20.74,42.25,6,60,-66456.08,-11076.01,-3.5,8.33,80
4 (FPT),66880.99,13.38,1.57,1.18,75.01,-54742.4,-8.81,-54742.4,-8.81,1.22,0.13,8.52, N/A, N/A,14643.42,0.12,1.52,-2.78, N/A,0.0071,1,66880.99,13.41,43,1,100,66880.99,66880.99,13.41,43,0,0,0,  N/A,  N/A,  N/A,30
6 (PLX),65788.12,13.16,1.63,1.16,70.82,-51940.74,-9.57,-51940.74,-9.51,1.27,0.12,7.45, N/A, N/A,12444.16,0.12,1.02,-4.17, N/A,0.0069,1,65788.12,13.25,45,1,100,65788.12,65788.12,13.25,45,0,0,0,  N/A,  N/A,  N/A,50
7 (TDH),65671.11,13.13,1.4,1.16,82.32,-69262.04,-11.23,-77412.99,-12.06,0.85,0.1,6.83,5.29,10.59,21823.64,0.09,9.7,-0.44,1.88,0.0054,3,21890.37,4.48,15.33,1,33.33,80963.31,80963.31,17.08,26,2,66.67,-15292.2,-7646.1,-1.82,10,60
7 (LTG),64429.31,12.89,0.55,1.13,207.59,-11965.08,-4.48,-11965.08,-2.08,5.38,0.55,100, N/A, N/A,4583.63,0.05,0.09,-46.76, N/A,0.0032,1,64429.31,33.8,36,1,100,64429.31,64429.31,33.8,36,0,0,0,  N/A,  N/A,  N/A,60
6 (HT1),63107.85,12.62,1.66,1.11,66.92,-62945.8,-12.79,-62945.8,-10.05,1,0.11,6.66,47.62,23.81,17237.95,0.37,4.89,-0.88,2.96,0.0223,3,21035.95,5.3,22,2,66.67,64461.5,32230.75,8.88,30.5,1,33.33,-1353.65,-1353.65,-1.88,5,50
9 (VIX),62669.48,12.53,2.19,1.11,50.38,-93232.64,-43.44,-126746.58,-19.82,0.49,0.06,2.54,2.75,4.82,15373.76,0.42,11.54,-0.37,1.02,0.0251,11,5697.23,6.33,21.09,4,36.36,98426.71,24606.68,23.7,35.75,7,63.64,-35757.24,-5108.18,-3.59,12.71,80
9 (NT2),62649.56,12.53,9.46,1.1,11.67,-69630.83,-10.1,-167364.55,-24.05,0.37,0.05,0.49,1.52,2.17,40707.99,0.21,11.66,-0.37,0.43,0.0127,17,3685.27,1.08,19.24,7,41.18,183932.67,26276.1,6.27,30.71,10,58.82,-121283.11,-12128.31,-2.56,11.2,80
8 (DST),62569.96,12.51,1.8,1.1,61.41,-293741.31,-32.84,-332509.25,-37.15,0.19,0.03,1.65,2.55,6.38,33683.97,0.36,21.77,-0.2,-1.03,0.0216,7,8938.57,-2.61,11.14,2,28.57,102917.31,51458.65,15.61,24.5,5,71.43,-40347.35,-8069.47,-9.9,5.8,70
9 (CRE),62203.61,12.44,2.04,1.1,53.85,-69445.57,-10.99,-69445.57,-10.99,0.9,0.1,4.9,6.62,13.24,9976.53,0.02,0.92,-4.69,0.83,0.0011,6,10367.27,1.74,18.83,2,33.33,73276.15,36638.08,8.09,31.5,4,66.67,-11072.54,-2768.14,-1.44,12.5,80
9 (HPX),61151.97,12.23,4.1,1.08,26.36,-32751,-6.79,-68567.5,-12.24,0.89,0.09,2.15,2.3,5.74,7758.14,0.15,2.96,-1.46,0.91,0.0091,7,8736,1.78,17,2,28.57,108336.99,54168.49,11.05,33.5,5,71.43,-47185.02,-9437,-1.92,10.4,80
9 (GEX),60810.34,12.16,7.02,1.07,15.29,-79461.22,-14.25,-166332.73,-28.02,0.37,0.04,0.55,1.55,1.55,29444.17,0.02,9.61,-0.45,0.48,0.0013,12,5067.53,1.21,17.75,6,50,172305.32,28717.55,6.05,24.67,6,50,-111494.98,-18582.5,-3.64,10.83,80
10 (NAF),59362.98,11.87,2.59,1.05,40.54,-26019.29,-8.68,-37958.02,-7.52,1.56,0.14,5.39,2.4,5.6,26440.16,0.07,3.56,-1.22,0.47,0.0043,10,5936.3,2.02,17.8,3,30,101718.69,33906.23,15.66,42,7,70,-42355.71,-6050.82,-3.82,7.43,90
9 (HAP),59230.85,11.85,3,1.05,34.88,-33081.59,-19.63,-41064.28,-8.01,1.44,0.13,4.36,2.03,4.4,13679.37,0.77,5.58,-0.78,0.01,0.0459,19,3117.41,0.39,17.84,6,31.58,116761.77,19460.29,13.17,31.67,13,68.42,-57530.91,-4425.45,-5.51,11.46,80
8 (TDC),58694.07,11.74,1.98,1.04,52.56,-37708.94,-20.34,-66623.53,-10.8,0.88,0.1,4.87,1.99,1.27,15620.08,0.34,8.01,-0.54,1.61,0.0203,18,3260.78,7.1,24.11,11,61.11,117819.27,10710.84,14.02,33,7,38.89,-59125.2,-8446.46,-3.77,10.14,70
3 (CMX),58567.35,11.71,0.83,1.04,124.43,-24557.35,-6.1,-24557.35,-4.25,2.38,0.24,29.31, N/A, N/A,5637.16,0.06,0.15,-28.58, N/A,0.0033,1,58567.35,18.1,34,1,100,58567.35,58567.35,18.1,34,0,0,0,  N/A,  N/A,  N/A,20
10 (TCB),57729,11.55,2.95,1.02,34.7,-23252.5,-4.5,-23252.5,-4.5,2.48,0.23,7.71,13.23,13.23,14865.38,0.19,1.28,-3.41,1.84,0.0113,2,28864.5,5.85,40.5,1,50,62447.37,62447.37,12.64,55,1,50,-4718.37,-4718.37,-0.95,26,90
8 (G36),57159.34,11.43,0.89,1.01,114.17,-71108.86,-19.12,-71108.86,-11.73,0.8,0.09,9.74,17660.86,5886.95,10132.13,0.11,1.35,-3.25,4.14,0.0066,4,14289.83,8.36,18.5,3,75,57162.57,19054.19,11.21,23.67,1,25,-3.24,-3.24,-0.2,3,70
10 (C4G),56824.75,11.36,0.44,1.01,229.35,-15505.22,-9.46,-15505.22,-2.73,3.66,0.37,84, N/A, N/A,10278.73,0.12,0.34,-12.86, N/A,0.0071,1,56824.75,59.24,48,1,100,56824.75,56824.75,59.24,48,0,0,0,  N/A,  N/A,  N/A,90
9 (PXT),55805.5,11.16,0.87,0.99,114.39,-45554.4,-18.39,-51423.81,-8.47,1.09,0.12,13.5,2.97,11.87,18757.84,0.44,5.44,-0.81,0.43,0.0262,15,3720.37,1.8,11.27,3,20,84174.43,28058.14,28.19,32.33,12,80,-28368.93,-2364.08,-4.8,6,80
9 (DRI),55636.75,11.13,1.16,0.99,85.32,-50016.29,-10.61,-50016.29,-8.39,1.11,0.12,10.17,25.59,38.38,15254.65,0.41,3.84,-1.15,1.65,0.0247,5,11127.35,3.21,18,2,40,57899.45,28949.72,11.04,36,3,60,-2262.7,-754.23,-2.01,6,80
6 (PNJ),55359.84,11.07,1.05,0.98,93.83,-41092.51,-6.9,-41092.51,-6.89,1.35,0.14,13.62,232.99,232.99,15157.61,0.21,2.22,-1.99,3.27,0.0124,2,27679.92,5.18,15.5,1,50,55598.47,55598.47,11.15,29,1,50,-238.63,-238.63,-0.79,2,50
10 (ITA),55271.28,11.05,11.19,0.98,8.77,-216782,-28.08,-248783.48,-46.94,0.22,0.02,0.19,1.21,4.24,51981.25,-0.31,26.51,-0.17,0.3,-0.0183,18,3070.63,2.03,17.67,4,22.22,315455.7,78863.92,26.09,37.25,14,77.78,-260184.42,-18584.6,-4.84,12.07,90
7 (DCS),55223.15,11.04,1.69,0.98,58.01,-35324.64,-16.67,-62339.64,-10.11,0.89,0.1,5.74,2.75,6.42,20515.02,0.34,7.08,-0.62,0.69,0.0206,10,5522.31,2.7,12.9,3,30,86725.6,28908.53,20.62,28.33,7,70,-31502.45,-4500.35,-4.98,6.29,60
7 (VNM),55060.84,11.01,2.79,0.98,35.05,-37545.01,-6.67,-40406.72,-7.16,1.36,0.14,4.89,9.32,3.11,9562.95,0.34,4.68,-0.94,1.82,0.0201,4,13765.21,6.76,33.75,3,75,61676.98,20558.99,9.43,42.67,1,25,-6616.14,-6616.14,-1.26,7,60
9 (CEO),55057.07,11.01,7.4,0.98,13.2,-145218.04,-21.59,-151102.14,-22.46,0.36,0.04,0.59,1.38,4.48,31695.07,0.16,8.88,-0.5,-0.23,0.0095,17,3238.65,-0.17,16.94,4,23.53,200299.83,50074.96,12.29,35.5,13,76.47,-145242.76,-11172.52,-4.01,11.23,80
9 (VGS),54601.69,10.92,4.33,0.97,22.37,-65109.84,-17.89,-92376.13,-14.47,0.59,0.07,1.55,1.72,3.43,22310.25,0.46,9.44,-0.47,0.66,0.0277,18,3033.43,4.01,19.28,6,33.33,130720.61,21786.77,21.44,43,12,66.67,-76118.92,-6343.24,-4.71,7.42,80
9 (HHS),54396.71,10.88,10.12,0.97,9.54,-142763.9,-17.85,-488256.08,-50.61,0.11,0.02,0.19,1.13,2.46,85794.65,0.15,24.81,-0.18,0.24,0.0091,19,2862.98,1.46,17.42,6,31.58,458538.66,76423.11,15.5,33.67,13,68.42,-404141.95,-31087.84,-5.03,9.92,80
6 (JVC),54234.4,10.85,1.08,0.96,89.42,-40065.88,-10.65,-40065.88,-7.16,1.35,0.13,12.49,48.15,24.08,14061.62,0.54,4.49,-0.99,2.53,0.0322,3,18078.13,5.69,16.33,2,66.67,55384.58,27692.29,8.91,22.5,1,33.33,-1150.17,-1150.17,-0.74,4,50
8 (DIG),54075.41,10.82,6.39,0.96,15.03,-111317.09,-17.5,-187053.81,-25.97,0.29,0.04,0.58,1.35,2.96,37485.12,0.35,14.63,-0.3,0.46,0.0212,16,3379.71,1.5,17.38,5,31.25,209678.11,41935.62,13.23,41,11,68.75,-155602.7,-14145.7,-3.83,6.64,70
10 (VCI),53894.61,10.78,1.39,0.96,68.84,-31427.73,-15,-31427.73,-5.49,1.71,0.17,12.53,6.99,3.49,16484.45,0.38,1.33,-3.35,2.03,0.0226,3,17964.87,15.74,47,2,66.67,62895.97,31447.99,27.24,64,1,33.33,-9001.36,-9001.36,-7.27,13,90
7 (HCM),53800.17,10.76,2.08,0.96,45.91,-59752.07,-14.1,-61548.22,-10.43,0.87,0.09,4.4,6.9,4.6,13341.53,0.36,2.93,-1.52,2.29,0.0216,5,10760.03,10.48,31.4,3,60,62920.28,20973.43,18.8,46.33,2,40,-9120.1,-4560.05,-2.02,9,60
7 (EIB),52598.21,10.52,1.63,0.94,57.39,-42446.01,-9.23,-48127.87,-8.01,1.09,0.12,7.16,3.15,6.3,14631.35,0.31,5.45,-0.82,0.77,0.0186,6,8766.37,1.88,15.33,2,33.33,77061.73,38530.86,12.98,36,4,66.67,-24463.51,-6115.88,-3.67,5,60
7 (PET),52149.16,10.43,1.94,0.93,47.73,-29404.06,-5.89,-39117.18,-7.81,1.33,0.12,6.11,2.61,13.07,9562.4,-0.41,4.77,-0.94,0.89,-0.0245,6,8691.53,1.89,12.33,1,16.67,84447.63,84447.63,20.05,39,5,83.33,-32298.46,-6459.69,-1.75,7,60
9 (SBT),51914.92,10.38,8.3,0.92,11.13,-124546.95,-18.73,-239947.38,-36.02,0.22,0.03,0.31,1.23,5.17,39371.9,0.09,14.8,-0.3,0.23,0.0053,26,1996.73,0.84,13.65,5,19.23,277598.5,55519.7,18.38,43.4,21,80.77,-225683.57,-10746.84,-3.34,6.57,80
7 (SAM),51691.37,10.34,2.1,0.92,43.82,-48670.3,-9.52,-48670.3,-9.52,1.06,0.1,4.6,3.93,7.87,15729.36,0.46,3.98,-1.12,1.21,0.0278,3,17230.46,3.22,21,1,33.33,69308.08,69308.08,14.37,44,2,66.67,-17616.71,-8808.35,-2.36,9.5,60
7 (STB),51262.8,10.25,4.17,0.91,21.9,-88110.71,-16.31,-103401.68,-16.82,0.5,0.05,1.3,3.23,6.45,13213.21,0.5,11.05,-0.41,0.47,0.0297,6,8543.8,1.03,20.67,2,33.33,74300.78,37150.39,7.24,45,4,66.67,-23037.98,-5759.5,-2.07,8.5,60
7 (IJC),50347.32,10.07,2,0.9,44.79,-27053.69,-12.64,-49353.35,-9.26,1.02,0.1,4.84,2.36,5.89,7731.61,0.06,3.67,-1.23,0.25,0.0038,7,7192.47,0.84,15.43,2,28.57,87455.48,43727.74,13.51,35.5,5,71.43,-37108.15,-7421.63,-4.23,7.4,60
6 (VIB),49556.29,9.91,2.87,0.88,30.73,-94209.48,-14.89,-94209.48,-14.88,0.53,0.06,2.06,2.13,2.13,12453.68,0.06,2.79,-1.62,0.87,0.0034,2,24778.15,5.85,39.5,1,50,93297.87,93297.87,20.47,60,1,50,-43741.58,-43741.58,-8.76,19,50
7 (KDC),48533.92,9.71,3.15,0.87,27.5,-49699.6,-10.16,-49699.6,-9.37,0.98,0.09,2.93,3.12,4.68,19372.46,0.29,4.96,-0.91,0.88,0.0174,5,9706.78,1.92,19.6,2,40,71421.62,35710.81,7.37,35,3,60,-22887.7,-7629.23,-1.71,9.33,60
8 (HDG),46825.06,9.37,1.87,0.84,44.73,-34417.71,-13.33,-34417.71,-6.04,1.36,0.14,7.4,2.42,4.24,11022.37,0.02,1.95,-2.34,0.54,0.0009,11,4256.82,2.06,15,4,36.36,79703.14,19925.79,14.36,31,7,63.64,-32878.08,-4696.87,-4.97,5.86,70
10 (MSR),45616.54,9.12,4.72,0.82,17.29,-281576.37,-33.33,-485079.84,-47.36,0.09,0.02,0.37,1.15,3.83,61896.84,0.27,24.62,-0.19,0.39,0.016,13,3508.96,2.83,17.15,3,23.08,350468.71,116822.9,35.07,29.33,10,76.92,-304852.17,-30485.22,-6.84,13.5,90
