No.,Net Profit,Net % Profit,Exposure %,CAR,RAR,Max. Trade Drawdown,Max. Trade % Drawdown,Max. Sys Drawdown,Max. Sys % Drawdown,Recovery Factor,CAR/MDD,RAR/MDD,Profit Factor,Payoff Ratio,Standard Error,RRR,Ulcer Index,Ulcer Perf. Index,Sharpe Ratio,K-Ratio,# Trades,Avg Profit/Loss,Avg % Profit/Loss,Avg Bars Held,# of winners,% of Winners,W. Tot. Profit,W. Avg. Profit,W. Avg % Profit,W. Avg. Bars Held,# of losers,% of Losers,L. Tot. Loss,L. Avg. Loss,L. Avg % Loss,L. Avg. Bars Held,RS Lower Bound
6 (HHS),-58037.45,-11.61,2.1,-1.14,-54.37,-50642.84,-11.03,-105600.65,-20.9,-0.55,-0.05,-2.6,0.3,0.4,15340.26,-0.66,10.45,-0.63,-1.48,-0.0393,7,-8291.06,-1.24,13.57,3,42.86,25139.37,8379.79,2.97,26,4,57.14,-83176.81,-20794.2,-4.39,4.25,50
8 (VJC),-58028.15,-11.61,0.96,-1.14,-118.3,-27172.8,-5.74,-58028.15,-11.61,-1,-0.1,-10.19,0, N/A,10363.04,-0.41,3.88,-1.68,-18.86,-0.0244,4,-14507.04,-3.07,7.5,0,0,0,  N/A,  N/A,  N/A,4,100,-58028.15,-14507.04,-3.07,7.5,70
5 (GEX),-58415.4,-11.68,0.19,-1.15,-616.75,-58415.4,-11.7,-58415.4,-11.68,-1,-0.1,-52.79,0, N/A,16759.93,-0.29,5.01,-1.31,  N/A,-0.0175,1,-58415.4,-11.71,6,0,0,0,  N/A,  N/A,  N/A,1,100,-58415.4,-58415.4,-11.71,6,40
10 (CMX),-58609.33,-11.72,0.38,-1.15,-301.41,-52432.55,-14.69,-61137.59,-12.23,-0.96,-0.09,-24.65,0.02,0.07,14786.64,-0.53,9.13,-0.72,-2.98,-0.0315,4,-14652.33,-5.4,15,1,25,1451.15,1451.15,4.41,27,3,75,-60060.48,-20020.16,-8.67,11,90
10 (VNB),-58899.96,-11.78,0.48,-1.16,-239.17,-65454.48,-13,-65454.48,-12.99,-0.9,-0.09,-18.42,0, N/A,15698.27,-0.48,7.46,-0.88,  N/A,-0.0288,1,-58899.96,-11.8,14,0,0,0,  N/A,  N/A,  N/A,1,100,-58899.96,-58899.96,-11.8,14,90
10 (VPH),-58946.95,-11.79,0.39,-1.16,-296.82,-29037.99,-16.83,-61293.54,-12.26,-0.96,-0.09,-24.21,0,0.01,7527.25,-0.61,9.37,-0.7,-6.11,-0.0368,8,-7368.37,-7.5,11.88,1,12.5,85.34,85.34,0.75,24,7,87.5,-59032.29,-8433.18,-8.68,10.14,90
7 (TIG),-59144.65,-11.83,2.4,-1.16,-48.56,-90951.53,-24.36,-105437.28,-19.3,-0.56,-0.06,-2.52,0.07,0.39,10086.02,-0.66,11.3,-0.58,-2.93,-0.0393,13,-4549.59,-3.13,12.15,2,15.38,4521.27,2260.64,5.93,24.5,11,84.62,-63665.92,-5787.81,-4.78,9.91,60
7 (SBS),-59211.19,-11.84,0.54,-1.17,-214.68,-39197.94,-19.18,-72149.92,-14.43,-0.82,-0.08,-14.88,0.21,0.76,13054.87,-0.21,10.48,-0.63,0.69,-0.0125,14,-4229.37,2.13,7.21,3,21.43,15380.99,5127,24.72,15.67,11,78.57,-74592.18,-6781.11,-4.03,4.91,60
7 (CII),-59274.64,-11.85,5.03,-1.17,-23.22,-53747.06,-23.76,-115262.79,-21.52,-0.51,-0.05,-1.08,0.58,1.3,15074.42,-0.45,10.63,-0.62,0.52,-0.0267,13,-4559.59,2.21,15.85,4,30.77,80480.14,20120.04,15.73,37.75,9,69.23,-139754.78,-15528.31,-3.81,6.11,60
6 (DBC),-59395.6,-11.88,1.51,-1.17,-77.73,-52273.64,-18.47,-76251.28,-15.25,-0.78,-0.08,-5.1,0.24,0.4,13198.8,-0.22,10.66,-0.62,-2.26,-0.0135,8,-7424.45,-2.97,12.38,3,37.5,18785.2,6261.73,1.98,20,5,62.5,-78180.8,-15636.16,-5.94,7.8,50
9 (LTG),-59514.19,-11.9,0.63,-1.17,-184.91,-59514.19,-11.92,-59514.19,-11.9,-1,-0.1,-15.54,0, N/A,9808.45,-0.1,2.1,-3.13,  N/A,-0.0063,1,-59514.19,-11.93,18,0,0,0,  N/A,  N/A,  N/A,1,100,-59514.19,-59514.19,-11.93,18,80
6 (STB),-59565.5,-11.91,1.53,-1.17,-76.75,-19630.35,-4.27,-78589.55,-15.14,-0.76,-0.08,-5.07,0.15,0.73,17939.68,-0.24,5.94,-1.11,-6.76,-0.0145,6,-9927.58,-2.08,7.83,1,16.67,10125.42,10125.42,2.03,20,5,83.33,-69690.92,-13938.18,-2.9,5.4,50
6 (TSC),-59554.14,-11.91,0.91,-1.17,-129.27,-53489.76,-11.7,-83219.66,-15.91,-0.72,-0.07,-8.12,0, N/A,10088.1,-0.73,9.45,-0.7,-98.2,-0.0437,4,-14888.54,-6.34,13.25,0,0,0,  N/A,  N/A,  N/A,4,100,-59554.14,-14888.54,-6.34,13.25,50
1 (DAH),-60233.98,-12.05,0.41,-1.19,-289.34,-60233.98,-12.06,-60233.98,-12.05,-1,-0.1,-24.02,0, N/A,3329.04,-0.04,0.67,-9.81,  N/A,-0.0022,1,-60233.98,-12.07,12,0,0,0,  N/A,  N/A,  N/A,1,100,-60233.98,-60233.98,-12.07,12,0
7 (DPS),-60225.63,-12.05,0.66,-1.19,-180.5,-17253.41,-25.15,-62853,-12.57,-0.96,-0.09,-14.36,0.13,1.38,10019.99,-0.71,6.45,-1.02,-4.68,-0.0424,12,-5018.8,-6.27,7.75,1,8.33,8640.66,8640.66,10.13,27,11,91.67,-68866.29,-6260.57,-7.76,6,60
7 (QCG),-60441.17,-12.09,3.01,-1.19,-39.63,-47418.53,-14.61,-116930,-23.06,-0.52,-0.05,-1.72,0.46,0.92,15603.59,-0.67,11.07,-0.6,-1.92,-0.04,12,-5036.76,-1.84,11.5,4,33.33,51190.46,12797.62,4.35,21.75,8,66.67,-111631.63,-13953.95,-4.94,6.38,60
10 (JVC),-60495.73,-12.1,3.44,-1.19,-34.63,-111378.67,-23.71,-162024.81,-27,-0.37,-0.04,-1.28,0.54,1.91,16684.37,-0.28,17.94,-0.37,-0.63,-0.0166,9,-6721.75,-1.56,19.11,2,22.22,72395.14,36197.57,13.62,35,7,77.78,-132890.87,-18984.41,-5.9,14.57,90
8 (TCB),-60510.12,-12.1,3.88,-1.19,-30.76,-88364.13,-15.29,-139569.52,-24.1,-0.43,-0.05,-1.28,0.51,0.77,17961.26,-0.05,6.11,-1.08,-0.99,-0.003,5,-12102.02,-2.16,21.8,2,40,63410.08,31705.04,6.41,35,3,60,-123920.21,-41306.74,-7.87,13,70
8 (EVG),-60552.75,-12.11,0.37,-1.19,-326.77,-28897.3,-11.11,-60552.75,-12.11,-1,-0.1,-26.98,0, N/A,12630.32,-0.3,3.79,-1.74,-21.03,-0.0177,4,-15138.19,-6.13,5.75,0,0,0,  N/A,  N/A,  N/A,4,100,-60552.75,-15138.19,-6.13,5.75,70
5 (SHB),-60599.8,-12.12,0.37,-1.2,-320.22,-75285.31,-14.63,-75285.31,-14.63,-0.8,-0.08,-21.89,0, N/A,9572.33,-0.1,2.45,-2.7,  N/A,-0.0057,1,-60599.8,-12.14,11,0,0,0,  N/A,  N/A,  N/A,1,100,-60599.8,-60599.8,-12.14,11,40
8 (JVC),-61302.09,-12.26,5.15,-1.21,-23.5,-84155.76,-17.14,-119731.21,-23.51,-0.51,-0.05,-1,0.59,1.47,13481.44,-0.82,14.53,-0.45,-0.28,-0.049,14,-4378.72,-0.53,15.36,4,28.57,87726.91,21931.73,13.29,27.25,10,71.43,-149029,-14902.9,-6.06,10.6,70
7 (REE),-62064.59,-12.41,3.4,-1.23,-36.1,-31430.67,-6.05,-122509.7,-21.86,-0.51,-0.06,-1.65,0.41,4.05,22789.11,-0.15,9.5,-0.7,-2.45,-0.0089,11,-5642.24,-1.47,10.36,1,9.09,42246.2,42246.2,8.7,38,10,90.91,-104310.79,-10431.08,-2.49,7.6,60
8 (CTI),-62354.94,-12.47,5.22,-1.23,-23.62,-67477.85,-13.39,-265960.9,-37.8,-0.23,-0.03,-0.62,0.73,3.29,57642.28,0.11,12.25,-0.54,0.72,0.0067,11,-5668.63,4.62,20.82,2,18.18,168650.95,84325.48,45.83,70,9,81.82,-231005.89,-25667.32,-4.54,9.89,70
10 (NDN),-62490.64,-12.5,1.82,-1.23,-67.8,-45036.28,-18.29,-99246.44,-18.49,-0.63,-0.07,-3.67,0.32,1.16,17201.12,-0.23,7.69,-0.86,-0.29,-0.0138,14,-4463.62,-0.56,15.57,3,21.43,29081.38,9693.79,17.16,27,11,78.57,-91572.03,-8324.73,-5.39,12.45,90
9 (NTL),-62885.29,-12.58,3.55,-1.24,-35.04,-25334.01,-15.43,-113482.97,-21.42,-0.55,-0.06,-1.64,0.42,1.05,13877.13,-0.6,15.18,-0.44,-1.71,-0.0358,21,-2994.54,-2.48,15.57,6,28.57,45287.59,7547.93,5.76,32.5,15,71.43,-108172.88,-7211.53,-5.78,8.8,80
9 (CEO),-62974.79,-12.59,3.22,-1.24,-38.64,-41486.86,-11.45,-125102.93,-22.76,-0.5,-0.05,-1.7,0.18,0.63,16049.4,-0.54,13.75,-0.48,-3.99,-0.0324,9,-6997.2,-3.11,14.89,2,22.22,13949.99,6974.99,2.21,36.5,7,77.78,-76924.78,-10989.25,-4.63,8.71,80
8 (HHG),-63531.06,-12.71,1.81,-1.26,-69.28,-50478.62,-21.43,-78102.52,-15.18,-0.81,-0.08,-4.56,0.17,1.52,12107.93,-0.62,8.19,-0.81,-0.5,-0.0369,10,-6353.11,-1.14,14.5,1,10,12925.36,12925.36,31.18,49,9,90,-76456.42,-8495.16,-4.73,10.67,70
8 (TCH),-63629.79,-12.73,0.56,-1.26,-225.2,-64266.17,-12.72,-71053.42,-14.03,-0.9,-0.09,-16.05,0, N/A,16428.63,-0.39,6.52,-1.02,-8.92,-0.0233,3,-21209.93,-4.39,6,0,0,0,  N/A,  N/A,  N/A,3,100,-63629.79,-21209.93,-4.39,6,70
9 (DPS),-63994.64,-12.8,0.38,-1.27,-332.33,-39466.48,-18.35,-67602.77,-13.42,-0.95,-0.09,-24.76,0, N/A,13141.49,-0.58,7.3,-0.91,-10.31,-0.035,3,-21331.55,-12.18,9.33,0,0,0,  N/A,  N/A,  N/A,3,100,-63994.64,-21331.55,-12.18,9.33,80
10 (IDJ),-64904.76,-12.98,0.48,-1.29,-268.14,-103406.39,-22.46,-103406.39,-19.2,-0.63,-0.07,-13.96,0.09,0.37,11281.06,-0.2,4.55,-1.47,0.24,-0.0118,5,-12980.95,2.53,26.2,1,20,6655.6,6655.6,53.59,82,4,80,-71560.36,-17890.09,-10.24,12.25,90
10 (VHC),-66074.3,-13.21,1.97,-1.31,-66.52,-72419.25,-14.46,-128567.91,-23.05,-0.51,-0.06,-2.89,0.3,0.3,27843.01,-0.15,9.81,-0.68,-1,-0.0091,4,-16518.58,-1.93,20.5,2,50,28553.44,14276.72,5.46,29.5,2,50,-94627.74,-47313.87,-9.32,11.5,90
9 (SCR),-66778.44,-13.36,12.34,-1.33,-10.74,-71462.27,-12.68,-172213.32,-28.74,-0.39,-0.05,-0.37,0.77,2.79,35181.37,0.05,12.45,-0.54,-0.67,0.0031,23,-2903.41,-0.78,16.04,5,21.74,228427.6,45685.52,9.62,34.8,18,78.26,-295206.05,-16400.34,-3.67,10.83,80
7 (DIG),-67435.83,-13.49,3.14,-1.34,-42.61,-60962.02,-13.63,-112779.6,-21.94,-0.6,-0.06,-1.94,0.3,1.01,13973.08,-0.34,14.52,-0.46,-1.99,-0.0204,13,-5187.37,-2.08,11.46,3,23.08,29339.6,9779.87,4.94,23,10,76.92,-96775.43,-9677.54,-4.19,8,60
9 (OIL),-67630.21,-13.53,0.56,-1.34,-240.19,-62940.41,-12.06,-98131.3,-18.78,-0.69,-0.07,-12.79,0, N/A,19264.41,-0.33,8.01,-0.84,-37.56,-0.0199,2,-33815.1,-7.02,8.5,0,0,0,  N/A,  N/A,  N/A,2,100,-67630.21,-33815.1,-7.02,8.5,80
9 (PVD),-68089.17,-13.62,8.65,-1.35,-15.63,-77737.6,-13.51,-251961.77,-36.84,-0.27,-0.04,-0.42,0.75,1.68,64485.12,-0.12,21.95,-0.31,0.08,-0.007,13,-5237.63,0.72,21.85,4,30.77,201312,50328,15.21,40.25,9,69.23,-269401.18,-29933.46,-5.71,13.67,80
7 (IJC),-68528.41,-13.71,3.54,-1.36,-38.52,-56383.71,-17.56,-142163.04,-27.3,-0.48,-0.05,-1.41,0.53,1.58,22280.03,-0.61,14.75,-0.46,-0.39,-0.0366,16,-4283.03,-0.41,14.06,4,25,75809.1,18952.28,10.91,32.5,12,75,-144337.51,-12028.13,-4.18,7.92,60
7 (HPG),-68585.95,-13.72,3.97,-1.36,-34.37,-42168.59,-11.29,-101808.68,-19.09,-0.67,-0.07,-1.8,0.34,2.06,11709.91,-0.35,7.44,-0.91,0.2,-0.0209,14,-4899,1.03,16.29,2,14.29,35821.74,17910.87,26.99,50.5,12,85.71,-104407.69,-8700.64,-3.3,10.58,60
8 (VGS),-69208.32,-13.84,3.44,-1.38,-39.98,-59659.82,-23.19,-158798.39,-27.32,-0.44,-0.05,-1.46,0.51,1.39,23533.59,-0.42,17.58,-0.39,-0.07,-0.0249,15,-4613.89,0.11,15.6,4,26.67,70963.75,17740.94,14.54,41,11,73.33,-140172.07,-12742.92,-5.13,6.36,70
7 (TCM),-69328.03,-13.87,4.29,-1.38,-32.13,-98483.82,-14.29,-259200.3,-37.57,-0.27,-0.04,-0.86,0.6,2,46000.31,-0.03,18.38,-0.37,-1.28,-0.0015,13,-5332.93,-1.59,11.23,3,23.08,103520.47,34506.82,7.1,21.67,10,76.92,-172848.5,-17284.85,-4.2,8.1,60
5 (KLF),-69368,-13.87,0.74,-1.38,-185.92,-46573.38,-8.86,-94982.36,-18.07,-0.73,-0.08,-10.29,0, N/A,13813.1,-0.54,9.49,-0.71,-21.28,-0.0325,4,-17342,-4.14,6.25,0,0,0,  N/A,  N/A,  N/A,4,100,-69368,-17342,-4.14,6.25,40
7 (KDH),-69803.06,-13.96,2.07,-1.39,-67.29,-63873.76,-12.84,-84687.38,-16.94,-0.82,-0.08,-3.97,0.05,0.17,20511.86,-0.32,12.64,-0.54,-4.02,-0.0189,9,-7755.9,-3.64,11.22,2,22.22,3634.14,1817.07,0.6,23.5,7,77.78,-73437.2,-10491.03,-4.85,7.71,60
9 (PC1),-70037.12,-14.01,0.9,-1.39,-155.16,-47711.02,-14.65,-71010.02,-14.17,-0.99,-0.1,-10.95,0.04,0.28,11907.72,-0.24,3.29,-2.07,-3.22,-0.0147,8,-8754.64,-3.27,14,1,12.5,2888.01,2888.01,7.84,45,7,87.5,-72925.13,-10417.88,-4.85,9.57,80
9 (VTO),-70133.66,-14.03,2.64,-1.4,-52.88,-59570.37,-16.33,-116813.76,-21.42,-0.6,-0.07,-2.47,0.14,0.34,8619.73,-0.83,15.88,-0.43,0.55,-0.0495,24,-2922.24,2.34,17.17,7,29.17,11551.03,1650.15,15.71,31.86,17,70.83,-81684.69,-4804.98,-3.17,11.12,80
8 (CTG),-70259.02,-14.05,6.71,-1.4,-20.84,-56366.24,-11.62,-185259.17,-30.12,-0.38,-0.05,-0.69,0.65,3.05,31472.64,0.04,11.79,-0.58,-0.98,0.0026,17,-4132.88,-1.32,12.24,3,17.65,133113.1,44371.03,9.6,37.67,14,82.35,-203372.12,-14526.58,-3.66,6.79,70
9 (NDN),-70633.28,-14.13,1.61,-1.41,-87.33,-38919.14,-14.62,-98345.11,-18.64,-0.72,-0.08,-4.69,0.09,0.23,12516.04,-0.69,10.89,-0.62,-0.09,-0.0415,15,-4708.89,0.09,14.73,4,26.67,6579.66,1644.91,11.32,29.75,11,73.33,-77212.93,-7019.36,-3.99,9.27,80
6 (MWG),-70814.62,-14.16,2.54,-1.41,-55.57,-47901.92,-9.83,-70941.88,-14.18,-1,-0.1,-3.92,0.04,0.28,12255.08,-0.3,3.76,-1.81,-8.15,-0.0182,9,-7868.29,-1.84,8.89,1,11.11,2598.31,2598.31,0.54,2,8,88.89,-73412.92,-9176.62,-2.14,9.75,50
7 (MSR),-71536.38,-14.31,0.59,-1.43,-239.8,-35486.06,-10.98,-75659.54,-15.13,-0.95,-0.09,-15.85,0.02,0.05,18236.13,-0.53,9.11,-0.75,-3.2,-0.0318,7,-10219.48,-2.58,8.86,2,28.57,1605.67,802.84,1.81,13,5,71.43,-73142.05,-14628.41,-4.34,7.2,60
7 (BSR),-72470.19,-14.49,0.89,-1.45,-161.7,-61093.74,-10.93,-138584.2,-24.74,-0.52,-0.06,-6.54,0.13,0.4,14514.55,-0.2,7.48,-0.92,-4.83,-0.012,4,-18117.55,-3.73,7,1,25,11222.06,11222.06,2.25,15,3,75,-83692.25,-27897.42,-5.72,4.33,60
7 (VJC),-73083.87,-14.62,2.44,-1.46,-59.85,-64459.06,-13.04,-81102.03,-16.22,-0.9,-0.09,-3.69,0.26,1.53,17698.38,-0.38,6.25,-1.1,-2.45,-0.0225,7,-10440.55,-2.13,10.43,1,14.29,25048.07,25048.07,5.88,33,6,85.71,-98131.94,-16355.32,-3.47,6.67,60
9 (S99),-73265.32,-14.65,3.23,-1.46,-45.29,-68090,-14.46,-151738.49,-29.84,-0.48,-0.05,-1.52,0.55,0.78,30554.42,-0.59,20.03,-0.34,-1.11,-0.0353,17,-4309.72,-1.67,11.47,7,41.18,89110.05,12730.01,5.85,15.71,10,58.82,-162375.36,-16237.54,-6.94,8.5,80
10 (TPB),-73451.56,-14.69,1.26,-1.47,-116.52,-79532.93,-15.72,-120110.43,-21.97,-0.61,-0.07,-5.3,0.22,0.44,15135.81,-0.13,5.28,-1.3,-3.61,-0.0075,3,-24483.85,-6.41,12.67,1,33.33,20461.69,20461.69,4.22,29,2,66.67,-93913.25,-46956.63,-11.72,4.5,90
8 (TVC),-74113.38,-14.82,3.76,-1.48,-39.37,-71532.15,-14.96,-147360.68,-27.6,-0.5,-0.05,-1.43,0.45,1.24,27313.72,-0.43,14.6,-0.47,-0.48,-0.0258,15,-4940.89,-0.6,13.93,4,26.67,60848.07,15212.02,8.38,24.75,11,73.33,-134961.45,-12269.22,-3.87,10,70
4 (KLF),-74516.57,-14.9,0.76,-1.49,-195.95,-118181.7,-21.74,-118181.7,-21.74,-0.63,-0.07,-9.01,0, N/A,11237.32,-0.09,3.47,-1.99,-7.33,-0.0056,3,-24838.86,-5.2,8,0,0,0,  N/A,  N/A,  N/A,3,100,-74516.57,-24838.86,-5.2,8,30
5 (TDG),-74580.93,-14.92,0.67,-1.49,-222.19,-90243.07,-17.52,-90243.07,-17.5,-0.83,-0.09,-12.7,0, N/A,21414.08,-0.29,7.47,-0.92,  N/A,-0.0173,1,-74580.93,-14.94,19,0,0,0,  N/A,  N/A,  N/A,1,100,-74580.93,-74580.93,-14.94,19,40
9 (IDI),-74696.6,-14.94,5.9,-1.49,-25.33,-116460.7,-20.74,-239894.69,-42.31,-0.31,-0.04,-0.6,0.59,2.06,32922.53,-0.36,16.59,-0.42,-0.83,-0.0213,18,-4149.81,-1.33,16.39,4,22.22,107032,26758,11.36,34.75,14,77.78,-181728.6,-12980.61,-4.96,11.14,80
7 (VNM),-74884.7,-14.98,3.67,-1.5,-40.82,-81774.26,-16.32,-93987.63,-18.11,-0.8,-0.08,-2.25,0.31,0.52,15604.01,-0.21,5.37,-1.28,-1.7,-0.0126,8,-9360.59,-1.88,13.38,3,37.5,34209.73,11403.24,2.42,24.33,5,62.5,-109094.43,-21818.89,-4.46,6.8,60
9 (DAH),-74998.71,-15,0.79,-1.5,-190.22,-95431.41,-18.08,-103241.06,-19.55,-0.73,-0.08,-9.73,0, N/A,19514.77,-0.48,11.27,-0.61,-5.11,-0.0286,4,-18749.68,-4.47,7.5,0,0,0,  N/A,  N/A,  N/A,4,100,-74998.71,-18749.68,-4.47,7.5,80
6 (TTF),-75699.61,-15.14,1.95,-1.52,-77.73,-61402.54,-12.62,-169197.37,-28.66,-0.45,-0.05,-2.71,0.46,2.77,27217.58,-0.33,16.91,-0.41,-0.38,-0.0199,7,-10814.23,-0.71,12.71,1,14.29,65128.9,65128.9,25.77,54,6,85.71,-140828.51,-23471.42,-5.13,5.83,50
9 (TVC),-76473.26,-15.29,1.56,-1.53,-98.02,-55510.52,-10.95,-85109.42,-16.73,-0.9,-0.09,-5.86,0.18,2.01,16463.77,-0.47,7.97,-0.87,-4.03,-0.0284,12,-6372.77,-2.78,8.58,1,8.33,17067.22,17067.22,8.81,40,11,91.67,-93540.47,-8503.68,-3.84,5.73,80
6 (CTI),-76425.52,-15.29,1.16,-1.53,-131.87,-38489.57,-10.19,-76425.52,-15.29,-1,-0.1,-8.63,0, N/A,16151.64,-0.38,6.18,-1.12,-11.28,-0.0229,7,-10917.93,-4.12,7,0,0,0,  N/A,  N/A,  N/A,7,100,-76425.52,-10917.93,-4.12,7,50
8 (VGC),-76729.68,-15.35,1.35,-1.54,-113.99,-73249.57,-14.88,-88145.65,-17.35,-0.87,-0.09,-6.57,0.08,0.12,21942.51,-0.34,7.91,-0.88,-1.7,-0.0204,5,-15345.94,-2.91,16,2,40,6388.44,3194.22,4.44,23,3,60,-83118.12,-27706.04,-7.81,11.33,70
7 (CEO),-76955.36,-15.39,2.21,-1.54,-69.74,-53192.55,-9.96,-115757.32,-21.65,-0.66,-0.07,-3.22,0, N/A,16742.65,-0.44,9.66,-0.72,-12.07,-0.0262,9,-8550.6,-2.83,9.33,0,0,0,  N/A,  N/A,  N/A,9,100,-76955.36,-8550.6,-2.83,9.33,60
8 (PXS),-77313.66,-15.46,2.75,-1.55,-56.41,-55022.18,-16.18,-137035.69,-26,-0.56,-0.06,-2.17,0.33,0.39,23108.08,-0.51,14.68,-0.47,0.7,-0.0307,11,-7028.51,3.16,15.18,5,45.45,37652.35,7530.47,12.3,28.2,6,54.55,-114966.01,-19161,-4.45,4.33,70
8 (SCR),-77839.71,-15.57,9.56,-1.56,-16.35,-225749.39,-23.58,-535203.3,-55.9,-0.15,-0.03,-0.29,0.85,5.39,89664.56,-0.07,38.41,-0.18,0.02,-0.0042,22,-3538.17,0.35,12.64,3,13.64,443879.9,147959.97,33.98,39.67,19,86.36,-521719.61,-27458.93,-4.96,8.37,70
9 (DDV),-78017.36,-15.6,0.38,-1.57,-417.11,-100916.7,-19.32,-100916.7,-19.3,-0.77,-0.08,-21.61,0,0.01,22105.75,-0.39,10.08,-0.69,-3.73,-0.0234,3,-26005.79,-5.21,7.67,1,33.33,287.55,287.55,4.38,2,2,66.67,-78304.91,-39152.46,-10.01,10.5,80
7 (NDN),-78149.96,-15.63,2.09,-1.57,-75.19,-55143.22,-19.25,-128377.82,-23.33,-0.61,-0.07,-3.22,0.21,0.98,14781.12,-0.32,9.65,-0.72,-1.11,-0.0189,17,-4597.06,-1.32,11.06,3,17.65,20889.62,6963.21,8.3,22.67,14,82.35,-99039.58,-7074.26,-3.38,8.57,60
4 (TVB),-78343.84,-15.67,0.15,-1.57,-1054.73,-78343.84,-15.69,-78343.84,-15.67,-1,-0.1,-67.31,0, N/A,13149.01,-0.1,2.81,-2.48,  N/A,-0.0062,1,-78343.84,-15.7,5,0,0,0,  N/A,  N/A,  N/A,1,100,-78343.84,-78343.84,-15.7,5,30
7 (TCB),-79224.61,-15.84,1.01,-1.59,-158.2,-41786.55,-9.05,-79224.61,-15.84,-1,-0.1,-9.98,0, N/A,11932.01,-0.28,3.5,-2,-11.25,-0.017,3,-26408.2,-5.57,10,0,0,0,  N/A,  N/A,  N/A,3,100,-79224.61,-26408.2,-5.57,10,60
6 (KSH),-79209.22,-15.84,0.37,-1.59,-432.95,-52154.27,-14.28,-85356.83,-16.86,-0.93,-0.09,-25.67,0, N/A,16392.22,-0.56,8.81,-0.79,-13.93,-0.0333,8,-9901.15,-6.5,5.88,0,0,0,  N/A,  N/A,  N/A,8,100,-79209.22,-9901.15,-6.5,5.88,50
7 (LSS),-79925.93,-15.99,1.04,-1.61,-154.18,-57897.92,-11.36,-89647.47,-17.59,-0.89,-0.09,-8.77,0.01,0.03,11310.52,-0.76,12.84,-0.55,-6.56,-0.0453,9,-8880.66,-2.63,5.33,2,22.22,740.69,370.34,0.51,2,7,77.78,-80666.62,-11523.8,-3.53,6.29,60
10 (IDI),-80020.19,-16,3.19,-1.61,-50.45,-70425.69,-15.49,-115891.08,-21.8,-0.69,-0.07,-2.31,0.3,0.4,16067.72,-0.65,13.04,-0.54,-0.1,-0.039,7,-11431.46,0.06,25,3,42.86,34024.92,11341.64,11.74,38.67,4,57.14,-114045.1,-28511.28,-8.71,14.75,90
9 (HHS),-80268.96,-16.05,4.56,-1.62,-35.46,-74005.21,-29.77,-170903.57,-30.41,-0.47,-0.05,-1.17,0.27,0.62,16025.43,-0.63,15.74,-0.45,-1.81,-0.0376,10,-8026.9,-1.73,17.6,3,30,29226.38,9742.13,3.69,24,7,70,-109495.34,-15642.19,-4.06,14.86,80
7 (TSC),-80298.92,-16.06,1.68,-1.62,-96.35,-54993.45,-38.17,-161816.79,-28.93,-0.5,-0.06,-3.33,0.46,1.23,22026.71,-0.48,14.46,-0.49,1.07,-0.0289,11,-7299.9,7.01,19.18,3,27.27,68972,22990.67,41.45,57.67,8,72.73,-149270.92,-18658.86,-5.9,4.75,60
7 (HSG),-80410.72,-16.08,3.66,-1.62,-44.23,-45664.44,-11.97,-139962.2,-25.01,-0.57,-0.06,-1.77,0.46,1.52,19050.8,-0.2,9.26,-0.76,-0.72,-0.0121,13,-6185.44,-0.82,13,3,23.08,67666.52,22555.51,9.1,34,10,76.92,-148077.24,-14807.72,-3.8,6.7,60
6 (KLF),-80427.44,-16.09,3.96,-1.62,-40.87,-100960.76,-17.61,-165757.03,-28.88,-0.49,-0.06,-1.42,0.51,1.79,13784.71,-0.72,18.8,-0.37,-1.52,-0.0433,9,-8936.38,-2.42,13.33,2,22.22,83802.4,41901.2,10.19,27,7,77.78,-164229.84,-23461.41,-6.03,9.43,50
7 (EIB),-80753.08,-16.15,2.12,-1.63,-76.66,-58977.85,-11.85,-87575.83,-17.28,-0.92,-0.09,-4.44,0.08,1.03,8374.59,-0.63,11.37,-0.62,-4.23,-0.0377,14,-5768.08,-1.91,7.64,1,7.14,6921.77,6921.77,4.97,27,13,92.86,-87674.85,-6744.22,-2.44,6.15,60
4 (HCD),-80896.09,-16.18,1,-1.63,-162.99,-84601.87,-22.85,-120386.28,-22.31,-0.67,-0.07,-7.3,0.01,0.02,12675.69,-0.24,6.13,-1.15,-4.07,-0.0145,3,-26965.36,-6.84,21.33,1,33.33,673.2,673.2,1.8,29,2,66.67,-81569.28,-40784.64,-11.16,17.5,30
10 (DPS),-81918.34,-16.38,1.55,-1.65,-106.38,-217512.99,-33.47,-248386.59,-37.85,-0.33,-0.04,-2.81,0.35,1.05,19410.33,-0.51,23.2,-0.3,-3.06,-0.0305,4,-20479.58,-8.39,13.25,1,25,43994.63,43994.63,11.17,34,3,75,-125912.96,-41970.99,-14.91,6.33,90
10 (TNG),-82824.56,-16.56,1.73,-1.67,-96.73,-46975.4,-21.54,-95627.76,-18.65,-0.87,-0.09,-5.19,0.29,0.53,18162.92,-0.24,11.42,-0.62,-1.57,-0.0144,17,-4872.03,-3.08,14.76,6,35.29,33500.47,5583.41,6.36,21.5,11,64.71,-116325.03,-10575,-8.23,11.09,90
