No.,Net Profit,Net % Profit,Exposure %,CAR,RAR,Max. Trade Drawdown,Max. Trade % Drawdown,Max. Sys Drawdown,Max. Sys % Drawdown,Recovery Factor,CAR/MDD,RAR/MDD,Profit Factor,Payoff Ratio,Standard Error,RRR,Ulcer Index,Ulcer Perf. Index,Sharpe Ratio,K-Ratio,# Trades,Avg Profit/Loss,Avg % Profit/Loss,Avg Bars Held,# of winners,% of Winners,W. Tot. Profit,W. Avg. Profit,W. Avg % Profit,W. Avg. Bars Held,# of losers,% of Losers,L. Tot. Loss,L. Avg. Loss,L. Avg % Loss,L. Avg. Bars Held,RS Lower Bound
2 (HAI),20275.73,4.06,0.9,0.37,41.36,-27076.9,-4.96,-27076.9,-4.96,0.75,0.07,8.33, N/A, N/A,2475.24,0.05,0.31,-16.45, N/A,0.0032,1,20275.73,4.06,25,1,100,20275.73,20275.73,4.06,25,0,0,0,  N/A,  N/A,  N/A,10
3 (VND),20145.01,4.03,0.3,0.37,124.2,-3195.25,-1.82,-3195.25,-0.61,6.3,0.6,203.43, N/A, N/A,1175.28,0.04,0.02,-251.12, N/A,0.0026,1,20145.01,13.23,26,1,100,20145.01,20145.01,13.23,26,0,0,0,  N/A,  N/A,  N/A,20
10 (VGC),20079.95,4.02,2.67,0.37,13.77,-50933.53,-9.78,-68800.95,-13.21,0.29,0.03,1.04,1.44,0.96,10838.78,-0.22,5.14,-0.98,1.24,-0.0134,5,4015.99,5.07,29,3,60,65586.84,21862.28,11.51,42.67,2,40,-45506.9,-22753.45,-4.58,8.5,90
7 (VIX),19960.48,3.99,1.55,0.36,23.49,-93232.64,-43.44,-127065.47,-19.87,0.16,0.02,1.18,1.5,3.01,10716.65,0.26,13.54,-0.37,0.95,0.0157,9,2217.83,6.58,22.11,3,33.33,59634.64,19878.21,29.78,45.67,6,66.67,-39674.16,-6612.36,-5.02,10.33,60
5 (NT2),19758.52,3.95,1.76,0.36,20.54,-52407.66,-9.18,-52407.66,-9.16,0.38,0.04,2.24,2.15,1.07,9600.76,0.31,2.42,-2.08,1.41,0.0183,3,6586.17,7.6,32,2,66.67,36960.09,18480.04,13.54,46.5,1,33.33,-17201.57,-17201.57,-4.28,3,40
6 (EIB),19735.04,3.95,1.93,0.36,18.73,-47984.63,-10.45,-47984.63,-8.49,0.41,0.04,2.21,2.31,5.78,7298.64,0.44,5.87,-0.86,-0.45,0.0264,7,2819.29,-0.09,13.71,2,28.57,34770.85,17385.43,5.11,34,5,71.43,-15035.81,-3007.16,-2.17,5.6,50
6 (VPH),19720.55,3.94,0.4,0.36,89.79,-16523.19,-10.17,-16523.19,-3.12,1.19,0.12,28.78,16.71,16.71,4394.27,0.54,1.07,-4.7,1.13,0.0323,4,4930.14,3.03,14.75,2,50,20976.05,10488.03,11.95,24,2,50,-1255.5,-627.75,-5.89,5.5,50
10 (S99),19631.78,3.93,1,0.36,35.81,-46421.82,-18.75,-48832.89,-8.77,0.4,0.04,4.08,3.04,3.04,5168.47,0.22,7.08,-0.71,0.85,0.0134,6,3271.96,5.72,21.17,3,50,29241.67,9747.22,21.19,35.33,3,50,-9609.9,-3203.3,-9.75,7,90
6 (FPT),19244.26,3.85,1.51,0.35,23.3,-25615.69,-6.08,-25615.69,-4.72,0.75,0.07,4.94,5.33,5.33,4074.92,0.47,2.04,-2.47,1.56,0.028,4,4811.06,4.03,21.25,2,50,23685.64,11842.82,9.96,40.5,2,50,-4441.39,-2220.69,-1.91,2,50
8 (SMC),19014.48,3.8,0.65,0.35,53.17,-12021.35,-16.21,-12709.26,-2.39,1.5,0.15,22.24,8.62,6.47,5297.36,0.47,1.3,-3.9,1.45,0.0283,7,2716.35,9.91,25.29,4,57.14,21509.48,5377.37,19.53,37.5,3,42.86,-2495,-831.67,-2.92,9,70
4 (TSC),18913.87,3.78,0.41,0.35,84.04,-14244.44,-18.93,-14244.44,-2.67,1.33,0.13,31.46, N/A, N/A,2490.56,0.1,0.38,-13.24,10.31,0.006,2,9456.94,9.31,29,2,100,18913.87,9456.94,9.31,29,0,0,0,  N/A,  N/A,  N/A,30
9 (VCI),18706.03,3.74,0.25,0.34,138.39,-9674.06,-8.64,-9674.06,-1.83,1.93,0.19,75.52, N/A, N/A,5411.91,0.35,0.84,-6.04, N/A,0.021,1,18706.03,22.29,36,1,100,18706.03,18706.03,22.29,36,0,0,0,  N/A,  N/A,  N/A,80
9 (TNA),18507.24,3.7,1.68,0.34,20.16,-50924.68,-13.32,-54768.7,-9.62,0.34,0.04,2.1,2.82,7.04,5707.56,0.05,2.3,-2.2,-0.45,0.0033,7,2643.89,-0.23,20.29,2,28.57,28695.67,14347.84,6.93,35,5,71.43,-10188.44,-2037.69,-3.1,14.4,80
10 (HDC),18412.86,3.68,0.81,0.34,41.58,-7532.08,-12.9,-12529.89,-2.44,1.47,0.14,17.01,3.49,5.82,4783.38,0.3,1.33,-3.8,1.04,0.0182,8,2301.61,4.39,24,3,37.5,25800.56,8600.19,17.22,38.33,5,62.5,-7387.69,-1477.54,-3.31,15.4,90
8 (DGW),18352.39,3.67,3.26,0.34,10.31,-31831.94,-10.14,-56501.22,-10.29,0.32,0.03,1,1.55,1.55,6511.62,0.25,3.43,-1.48,0.65,0.015,10,1835.24,1.37,18.8,5,50,51921.71,10384.34,5.25,26.4,5,50,-33569.32,-6713.86,-2.5,11.2,70
8 (CEO),18176.04,3.64,4.1,0.33,8.13,-148865.59,-21.59,-174881.3,-25.34,0.1,0.01,0.32,1.15,3.06,20893.87,0.14,11.97,-0.42,-0.06,0.0081,11,1652.37,0.16,15.91,3,27.27,140360.14,46786.71,11.93,28.67,8,72.73,-122184.1,-15273.01,-4.25,11.13,70
6 (VNE),18143.69,3.63,1.75,0.33,18.99,-46628.98,-14.41,-58279.43,-10.5,0.31,0.03,1.81,2.63,1.97,4705.22,0.48,4.88,-1.04,0.6,0.029,7,2591.96,1.3,18.29,4,57.14,29288.58,7322.14,4.71,22.25,3,42.86,-11144.89,-3714.96,-3.24,13,50
4 (CTS),17639.9,3.53,0.31,0.32,102.9,-10120.55,-14.79,-10120.55,-1.96,1.74,0.17,52.6, N/A, N/A,2233.61,0.1,0.17,-29.88,8.7,0.0062,2,8819.95,17.12,37.5,2,100,17639.9,8819.95,17.12,37.5,0,0,0,  N/A,  N/A,  N/A,30
8 (ITQ),17526.05,3.51,1.76,0.32,18.27,-77847.82,-13.64,-94699.15,-15.58,0.19,0.02,1.17,2.23,3.72,10051.63,0.28,10.48,-0.48,-1.33,0.0165,8,2190.76,-1.36,13.63,3,37.5,31717.22,10572.41,4.19,21.67,5,62.5,-14191.18,-2838.24,-4.69,8.8,70
9 (SAM),17441.19,3.49,13.78,0.32,2.32,-69038.86,-16.3,-148827.47,-25.91,0.12,0.01,0.09,1.07,1.4,33578.15,-0.01,14.23,-0.36,0.39,-0.0005,30,581.37,1.36,22.23,13,43.33,275356.64,21181.28,8.91,37.31,17,56.67,-257915.44,-15171.5,-4.41,10.71,80
9 (TCH),17278.85,3.46,3.73,0.32,8.49,-138732.62,-18.77,-222334.1,-30.06,0.08,0.01,0.28,1.13,2.26,28634.96,0.26,11.58,-0.44,0.27,0.0158,6,2879.81,1.17,17.67,2,33.33,148044.01,74022,15.22,39.5,4,66.67,-130765.16,-32691.29,-5.85,6.75,80
10 (STB),17245.06,3.45,5.92,0.32,5.34,-129120.75,-20,-199589.27,-27.84,0.09,0.01,0.19,1.12,1.35,35730.42,0.15,18.52,-0.27,0.39,0.0091,11,1567.73,1.49,20.45,5,45.45,156663.53,31332.71,8.79,30.2,6,54.55,-139418.47,-23236.41,-4.59,12.33,90
7 (VND),17231.26,3.45,3.26,0.32,9.69,-100967.88,-17.13,-103661.35,-20.73,0.17,0.02,0.47,1.15,3.07,48041.39,0.03,13.09,-0.39,0.77,0.0017,11,1566.48,4.3,17.82,3,27.27,132049.81,44016.6,26.64,49.33,8,72.73,-114818.54,-14352.32,-4.07,6,60
5 (CCL),17014.6,3.4,0.35,0.31,87.96,-9704.29,-7.11,-9704.29,-1.91,1.75,0.16,46.09,23.58,47.17,1007.12,-0.04,0.45,-11.24,1.2,-0.0022,3,5671.53,2.86,16.67,1,33.33,17767.98,17767.98,13.97,34,2,66.67,-753.38,-376.69,-2.7,8,40
10 (MWG),16839.49,3.37,1.44,0.31,21.42,-29087.76,-6.95,-29087.76,-5.44,0.58,0.06,3.94, N/A, N/A,3965.88,0.49,1.73,-2.94,2.9,0.0293,2,8419.75,3.07,30,2,100,16839.49,8419.75,3.07,30,0,0,0,  N/A,  N/A,  N/A,90
8 (DST),16716.52,3.34,1.66,0.31,18.41,-185794.02,-44.44,-185794.02,-33.83,0.09,0.01,0.54,1.1,3.29,54382.65,-0.06,16.56,-0.31,-0.13,-0.0035,8,2089.57,-0.43,12.13,2,25,192040.38,96020.19,36.51,28.5,6,75,-175323.86,-29220.64,-12.74,6.67,70
6 (HID),16631.59,3.33,0.49,0.3,61.65,-12671.32,-5.15,-12671.32,-2.47,1.31,0.12,24.93,184.87,554.62,1445.04,0.04,0.12,-43.9,-0.11,0.0026,4,4157.9,0.1,9.5,1,25,16722.04,16722.04,7.04,28,3,75,-90.45,-30.15,-2.22,3.33,50
6 (HVN),16616.58,3.32,1.77,0.3,17.23,-41667.66,-7.72,-44819.96,-8.05,0.37,0.04,2.14,1.97,0.66,8118.61,0.29,3.36,-1.51,1.32,0.0175,4,4154.15,2.21,17.25,3,75,33806.13,11268.71,4.03,19,1,25,-17189.54,-17189.54,-3.24,12,50
6 (PHR),16588.23,3.32,0.68,0.3,44.98,-43331.73,-7.75,-43331.73,-7.74,0.38,0.04,5.81,27.42,27.42,5428.89,0.34,3.96,-1.29,1.45,0.0202,2,8294.11,1.13,15,1,50,17216.07,17216.07,3.46,18,1,50,-627.84,-627.84,-1.2,12,50
5 (DIG),16467.75,3.29,1.62,0.3,18.63,-51001.85,-9.06,-51001.85,-9.06,0.32,0.03,2.06,1.66,3.31,8663.92,-0.2,2.6,-1.96,0.13,-0.0121,3,5489.25,0.51,15.67,1,33.33,41552.64,41552.64,8.76,43,2,66.67,-25084.89,-12542.44,-3.62,2,40
6 (VIG),16422.56,3.28,0.74,0.3,40.81,-38861.1,-27.27,-39037.05,-7.06,0.42,0.04,5.78,2.86,5.71,7821.38,0.21,4.01,-1.27,0.54,0.0126,6,2737.09,2.14,20.17,2,33.33,25274.1,12637.05,16.3,41,4,66.67,-8851.54,-2212.89,-4.95,9.75,50
6 (GMD),16289.86,3.26,0.64,0.3,46.68,-26278.34,-18.02,-53837.26,-9.44,0.3,0.03,4.94,1.51,3.02,19335.59,0.11,5.43,-0.94,1.74,0.0064,3,5429.95,28.53,30.67,1,33.33,48160.7,48160.7,93.12,84,2,66.67,-31870.84,-15935.42,-3.76,4,50
7 (HID),16049.61,3.21,0.76,0.29,38.99,-82995.17,-20.99,-92447.19,-15.23,0.17,0.02,2.56,2.51,2.01,6403.44,0.31,8.01,-0.64,1.04,0.0187,9,1783.29,1.29,10.78,5,55.56,26693.03,5338.61,4.88,13.6,4,44.44,-10643.43,-2660.86,-3.21,7.25,60
10 (MBS),15898.01,3.18,0.77,0.29,37.87,-20121.96,-14.86,-34474.98,-6.32,0.46,0.05,5.99,1.96,3.91,9299.37,0.33,2.04,-2.5,0.75,0.0197,3,5299.34,5.4,28,1,33.33,32531.45,32531.45,31.28,41,2,66.67,-16633.44,-8316.72,-7.54,21.5,90
5 (HAG),15537.89,3.11,1.42,0.29,20.11,-39545.42,-7.14,-39545.42,-7.14,0.39,0.04,2.82,2.21,2.21,4835.84,-0.33,2.32,-2.21,1.03,-0.02,2,7768.95,1.63,20,1,50,28403.93,28403.93,5.84,29,1,50,-12866.04,-12866.04,-2.58,11,40
7 (DPG),15480.68,3.1,1.98,0.28,14.36,-79348.03,-19.1,-130206.63,-20.27,0.12,0.01,0.71,1.33,1.33,16158.01,0.19,4.93,-1.04,1.76,0.0114,4,3870.17,7.19,24.5,2,50,63102.03,31551.02,18.72,36,2,50,-47621.35,-23810.67,-4.33,13,60
6 (SD9),15511.56,3.1,0.48,0.28,59.15,-21999.23,-14.44,-25726.66,-4.75,0.6,0.06,12.44,4.39,13.17,4879.94,0.42,3.65,-1.4,1.17,0.0251,4,3877.89,2.88,15.5,1,25,20085.14,20085.14,18.1,49,3,75,-4573.59,-1524.53,-2.19,4.33,50
7 (CSV),15410.04,3.08,0.3,0.28,94.64,-13763.65,-12.54,-13763.65,-2.61,1.12,0.11,36.26, N/A, N/A,4040.22,0.51,1.42,-3.61, N/A,0.0306,1,15410.04,18.72,45,1,100,15410.04,15410.04,18.72,45,0,0,0,  N/A,  N/A,  N/A,60
5 (BVS),15324.05,3.06,0.74,0.28,37.84,-27104.95,-15.18,-27104.95,-5.01,0.57,0.06,7.55, N/A, N/A,2843.49,0.34,1.89,-2.7,5.5,0.0203,2,7662.02,4.37,27.5,2,100,15324.05,7662.02,4.37,27.5,0,0,0,  N/A,  N/A,  N/A,40
9 (FID),15232.22,3.05,0.52,0.28,53.97,-28238.02,-14.19,-28238.02,-5.27,0.54,0.05,10.24, N/A, N/A,4071.44,0.51,2.52,-2.03, N/A,0.0307,1,15232.22,9.35,42,1,100,15232.22,15232.22,9.35,42,0,0,0,  N/A,  N/A,  N/A,80
5 (HDB),14729.13,2.95,1.12,0.27,24.16,-23488.09,-4.45,-32236.79,-5.91,0.46,0.05,4.09,2.9,2.9,5083.59,0.27,2.37,-2.16,1.56,0.0163,2,7364.56,1.51,16,1,50,22489.54,22489.54,4.5,29,1,50,-7760.41,-7760.41,-1.49,3,40
8 (TTF),14710.04,2.94,5.99,0.27,4.51,-81660.01,-28.69,-261009.06,-33.65,0.06,0.01,0.13,1.06,4.22,60061.38,0.17,16.18,-0.32,-0.69,0.0105,15,980.67,-1.99,14.27,3,20,280125.96,93375.32,18.37,34.67,12,80,-265415.92,-22117.99,-7.08,9.17,70
10 (PVS),14669.49,2.93,6.49,0.27,4.15,-115904.21,-20.1,-226120.93,-39.18,0.06,0.01,0.11,1.08,2.43,32057.68,0.3,19.87,-0.26,0.22,0.0182,13,1128.42,0.97,16,4,30.77,193559.29,48389.82,14.3,27.5,9,69.23,-178889.79,-19876.64,-4.95,10.89,90
6 (CEO),14526.57,2.91,2.5,0.27,10.68,-50932.98,-10.49,-50932.98,-9.5,0.29,0.03,1.12,1.36,2.04,12223.9,0.06,2.76,-1.86,-0.65,0.0036,5,2905.31,-0.84,16,2,40,55212.93,27606.47,6.45,31,3,60,-40686.36,-13562.12,-5.7,6,50
5 (SSI),14543.09,2.91,1.42,0.27,18.85,-44717.35,-8.07,-54522.09,-9.67,0.27,0.03,1.95,2.11,2.11,8091.69,0.23,2.61,-1.96,0.99,0.014,2,7271.54,1.53,20,1,50,27636.01,27636.01,5.54,32,1,50,-13092.92,-13092.92,-2.49,8,40
7 (LPB),14495.87,2.9,1.02,0.27,26.17,-35934.16,-7.22,-35934.16,-6.59,0.4,0.04,3.97, N/A, N/A,4339.64,0.25,2.15,-2.39, N/A,0.0148,1,14495.87,3.21,31,1,100,14495.87,14495.87,3.21,31,0,0,0,  N/A,  N/A,  N/A,60
10 (BVH),14462.56,2.89,7.24,0.27,3.67,-137784.68,-21.21,-390545.1,-54.03,0.04,0,0.07,1.04,2.6,82710.33,0.04,35.15,-0.15,0.21,0.0026,14,1033.04,1.36,16.5,4,28.57,377812.94,94453.23,23.28,37.25,10,71.43,-363350.38,-36335.04,-7.42,8.2,90
9 (PET),14141.16,2.83,5.71,0.26,4.55,-73497.63,-12.86,-153050.44,-24.03,0.09,0.01,0.19,1.1,1.89,30964.46,0.2,12,-0.43,-0.29,0.0117,19,744.27,-0.21,16.16,7,36.84,150415.04,21487.86,6.84,27,12,63.16,-136273.87,-11356.16,-4.32,9.83,80
10 (SAM),14105.94,2.82,0.19,0.26,139.83,-15176.99,-12.35,-15176.99,-2.88,0.93,0.09,48.59,4.01,8.03,4058.72,0.22,2.34,-2.2,1.56,0.0133,3,4701.98,3.77,9.33,1,33.33,18787.42,18787.42,20.44,22,2,66.67,-4681.48,-2340.74,-4.57,3,90
7 (NTL),13738.18,2.75,2.26,0.25,11.2,-69121.79,-12.28,-76349.43,-13.56,0.18,0.02,0.83,1.4,4.9,9473.41,0.02,8.85,-0.58,0.66,0.0011,9,1526.46,1.88,16.78,2,22.22,47970.76,23985.38,15.46,36.5,7,77.78,-34232.58,-4890.37,-2,11.14,60
8 (FPT),13708,2.74,15.59,0.25,1.62,-131933.34,-16.87,-268527.19,-34.33,0.05,0.01,0.05,1.05,1.36,41965.11,0.38,10.68,-0.48,0.21,0.0229,23,596,0.87,22.57,10,43.48,313001.45,31300.15,6.98,34.5,13,56.52,-299293.46,-23022.57,-3.84,13.38,70
5 (HVG),13678.36,2.74,1.05,0.25,24,-19610.37,-4.06,-23632.19,-4.41,0.58,0.06,5.44,2.9,5.8,5756.61,0.36,2,-2.57,-0.36,0.0215,3,4559.45,-0.03,12,1,33.33,20874.99,20874.99,4.18,27,2,66.67,-7196.64,-3598.32,-2.13,4.5,40
7 (HAP),13594.2,2.72,0.6,0.25,41.85,-20260.87,-21.51,-23918.9,-4.45,0.57,0.06,9.4,2.52,3.78,5137.88,0.29,3.19,-1.61,1.32,0.0175,10,1359.42,13.56,20,4,40,22555.16,5638.79,36.95,39.5,6,60,-8960.96,-1493.49,-2.04,7,60
5 (GIL),13548.11,2.71,0.41,0.25,60.6,-10520.61,-7.24,-10520.61,-2.01,1.29,0.12,30.15, N/A, N/A,3762.29,0.45,1.09,-4.73,3.06,0.0269,2,6774.06,5.59,23,2,100,13548.11,6774.06,5.59,23,0,0,0,  N/A,  N/A,  N/A,40
8 (CTD),13528.99,2.71,4.09,0.25,6.08,-123506.13,-19.03,-141071.81,-21.69,0.1,0.01,0.28,1.2,5.99,20552.7,0.39,6.49,-0.79,0.38,0.0233,6,2254.83,1.4,21.33,1,16.67,81854.23,81854.23,20.83,64,5,83.33,-68325.24,-13665.05,-2.48,12.8,70
5 (TDH),13327.33,2.67,1.2,0.25,20.39,-38429.53,-7.07,-38429.53,-7.63,0.35,0.03,2.67,2.36,2.36,4119.71,-0.18,1.01,-5.12,0.41,-0.0105,2,6663.67,0.78,17.5,1,50,23121.88,23121.88,4.73,32,1,50,-9794.54,-9794.54,-3.18,3,40
10 (PVD),13240.67,2.65,6.42,0.24,3.79,-56993.08,-11.54,-139852.49,-24.93,0.09,0.01,0.15,1.09,1.82,28398.39,0.22,14.6,-0.35,-0.11,0.0133,16,827.54,0.1,14.75,6,37.5,154459.44,25743.24,6.85,29.33,10,62.5,-141218.78,-14121.88,-3.95,6,90
8 (CSV),13179.45,2.64,0.24,0.24,100.44,-2971.66,-6.42,-4050.98,-0.81,3.25,0.3,123.97,4.5,13.51,1453.89,-0.11,0.24,-21.27,0.98,-0.0063,4,3294.86,3.25,13.75,1,25,16940.96,16940.96,25.24,37,3,75,-3761.5,-1253.83,-4.07,6,70
4 (GMD),13136.67,2.63,1.01,0.24,23.99,-22615.07,-4.23,-22615.07,-4.22,0.58,0.06,5.68, N/A, N/A,4028.03,0.25,1.61,-3.21, N/A,0.0147,1,13136.67,2.63,28,1,100,13136.67,13136.67,2.63,28,0,0,0,  N/A,  N/A,  N/A,30
4 (FTM),13125.49,2.63,0.99,0.24,24.3,-18164.82,-17.28,-18300.46,-3.46,0.72,0.07,7.02, N/A, N/A,3479.84,0.28,1.46,-3.53,15,0.0171,2,6562.74,2.59,22.5,2,100,13125.49,6562.74,2.59,22.5,0,0,0,  N/A,  N/A,  N/A,30
5 (HDC),12987.84,2.6,1.23,0.24,19.43,-25253.73,-11.45,-40239.12,-7.38,0.32,0.03,2.63,2.14,4.29,4358.46,0.09,0.89,-5.81,0.36,0.0056,3,4329.28,1.25,25.33,1,33.33,24353.34,24353.34,10.2,56,2,66.67,-11365.49,-5682.75,-3.23,10,40
8 (DRC),12913.71,2.58,2.7,0.24,8.79,-49339.38,-12.76,-49339.38,-8.79,0.26,0.03,1,1.46,1.46,9700.12,0.18,4.55,-1.13,-0.17,0.011,6,2152.28,0.2,17.17,3,50,40927.98,13642.66,2.98,21.33,3,50,-28014.27,-9338.09,-2.57,13,70
9 (LIG),12839.98,2.57,1.29,0.24,18.26,-106658.86,-28.57,-107023.63,-19.29,0.12,0.01,0.95,1.22,3.65,13359.96,-0.46,12.18,-0.42,1.02,-0.0276,12,1070,4.4,14.5,3,25,71772.19,23924.06,30.42,31.33,9,75,-58932.22,-6548.02,-4.28,8.89,80
10 (POW),12769.41,2.55,3.1,0.23,7.58,-39768.69,-7.43,-51745.93,-9.66,0.25,0.02,0.79,4.63,9.25,3792.76,0.15,2.19,-2.36,0.49,0.0087,3,4256.47,0.86,28.67,1,33.33,16290.42,16290.42,3.28,42,2,66.67,-3521.01,-1760.5,-0.35,22,90
6 (BSI),12767.93,2.55,0.41,0.23,57.38,-11221.72,-17.11,-11221.72,-2.15,1.14,0.11,26.68,9.48,6.32,3154.27,0.5,1.43,-3.6,1.87,0.0297,5,2553.59,6.04,20.6,3,60,14273.48,4757.83,11.34,27,2,40,-1505.55,-752.78,-1.9,11,50
2 (VJC),12716.48,2.54,0.78,0.23,30.11,-18601.38,-3.53,-18601.38,-3.5,0.68,0.07,8.6, N/A, N/A,2173.01,0.05,0.14,-38.07, N/A,0.003,1,12716.48,2.57,22,1,100,12716.48,12716.48,2.57,22,0,0,0,  N/A,  N/A,  N/A,10
5 (DLG),12680.15,2.54,1.38,0.23,16.89,-103780.12,-17.28,-103780.12,-17.28,0.12,0.01,0.98, N/A, N/A,5209.62,0.15,4.73,-1.09,7.58,0.0092,2,6340.07,1.26,19.5,2,100,12680.15,6340.07,1.26,19.5,0,0,0,  N/A,  N/A,  N/A,40
8 (TCD),12500.54,2.5,0.25,0.23,91.02,-8165.01,-11.44,-11882.05,-2.28,1.05,0.1,40.01,3.66,1.83,3875.18,0.38,0.95,-5.45,1.29,0.0228,3,4166.85,3.84,15.67,2,66.67,17200.64,8600.32,10.13,20,1,33.33,-4700.1,-4700.1,-8.76,7,70
4 (BMI),12407.33,2.48,0.29,0.23,80.1,-6138.29,-9.47,-6138.29,-1.18,2.02,0.19,67.67, N/A, N/A,3469.31,0.25,0.42,-12.18, N/A,0.0148,1,12407.33,26.83,72,1,100,12407.33,12407.33,26.83,72,0,0,0,  N/A,  N/A,  N/A,30
4 (SBT),12315.94,2.46,1.23,0.23,18.44,-52160.79,-9.26,-52160.79,-9.24,0.24,0.02,2,4.02,4.02,4311.77,-0.02,1.63,-3.17,1.64,-0.0013,2,6157.97,1.25,17.5,1,50,16398.36,16398.36,3.32,31,1,50,-4082.43,-4082.43,-0.82,4,30
10 (PHC),12216.28,2.44,0.32,0.22,70.99,-7581.03,-16.33,-10540.14,-2.1,1.16,0.11,33.82,2.18,8.72,6786.75,0.36,1.67,-3.1,0.05,0.0215,5,2443.26,0.43,13,1,20,22579.53,22579.53,27.61,34,4,80,-10363.24,-2590.81,-6.36,7.75,90
3 (TIG),12057.89,2.41,0.38,0.22,58.62,-9352.35,-4.23,-9352.35,-1.82,1.29,0.12,32.29, N/A, N/A,1081.13,0.04,0.09,-60.33, N/A,0.0024,1,12057.89,5.85,25,1,100,12057.89,12057.89,5.85,25,0,0,0,  N/A,  N/A,  N/A,20
10 (EVF),11944.13,2.39,0.28,0.22,78.57,-11712.26,-19.35,-11816.48,-2.31,1.01,0.1,34.02,123.25,123.25,2853.98,0.15,0.68,-7.61,2.46,0.0088,2,5972.07,11.45,35,1,50,12041.83,12041.83,23.11,36,1,50,-97.7,-97.7,-0.2,34,90
10 (CEO),11927.08,2.39,4.86,0.22,4.52,-119937.19,-18.99,-159833.23,-23.79,0.07,0.01,0.19,1.08,0.81,37569.98,0.14,12,-0.43,0.09,0.0086,7,1703.87,0.68,21.86,4,57.14,154939.22,38734.8,8.03,31.5,3,42.86,-143012.14,-47670.71,-9.11,9,90
6 (DCM),11771.31,2.35,1.1,0.22,19.74,-62323.94,-11.06,-62323.94,-11.06,0.19,0.02,1.78,5.67,11.33,3141.94,0.01,1.55,-3.33,-0.13,0.0007,3,3923.77,0.18,11.67,1,33.33,14293.52,14293.52,2.88,14,2,66.67,-2522.2,-1261.1,-1.17,10.5,50
3 (CII),11572.2,2.31,0.97,0.21,21.97,-23045.8,-4.31,-23045.8,-4.31,0.5,0.05,5.1, N/A, N/A,3471.92,0.24,1.62,-3.2, N/A,0.0143,1,11572.2,2.32,27,1,100,11572.2,11572.2,2.32,27,0,0,0,  N/A,  N/A,  N/A,20
6 (FTS),10988.5,2.2,0.46,0.2,44.28,-10497.58,-12.5,-10497.58,-2.01,1.05,0.1,22, N/A, N/A,1845.74,0.1,0.13,-40.77,2.31,0.0062,2,5494.25,21.26,45,2,100,10988.5,5494.25,21.26,45,0,0,0,  N/A,  N/A,  N/A,50
8 (HAX),10889.92,2.18,0.53,0.2,38.23,-13328.05,-9.25,-20936.29,-4,0.52,0.05,9.55,2.1,0.7,3466.81,0.27,1.69,-3.07,2.44,0.0162,4,2722.48,9.17,28.25,3,75,20793.87,6931.29,13.94,35,1,25,-9903.95,-9903.95,-5.16,8,70
3 (TLH),10854.11,2.17,0.67,0.2,29.74,-29263.89,-6.3,-29263.89,-5.44,0.37,0.04,5.47, N/A, N/A,3330.96,0.36,2.59,-2.01, N/A,0.0215,1,10854.11,2.55,22,1,100,10854.11,10854.11,2.55,22,0,0,0,  N/A,  N/A,  N/A,20
5 (EVG),10827.82,2.17,0.3,0.2,66.3,-20221.56,-8.68,-20221.56,-3.82,0.54,0.05,17.36, N/A, N/A,3167.21,0.24,1.34,-3.88, N/A,0.0147,1,10827.82,5.33,20,1,100,10827.82,10827.82,5.33,20,0,0,0,  N/A,  N/A,  N/A,40
7 (DST),10797.59,2.16,2.16,0.2,9.23,-107622.27,-18.35,-131902.43,-20.52,0.08,0.01,0.45,1.35,2.03,11567.11,0.31,9.63,-0.54,0,0.0187,5,2159.52,0.37,18.8,2,40,41506.9,20753.45,11.67,38,3,60,-30709.31,-10236.44,-7.16,6,60
5 (NTL),10727.99,2.15,0.39,0.2,50.65,-4600.21,-5.6,-6599.35,-1.31,1.63,0.15,38.63,4.95,9.9,1025.69,-0.18,0.53,-9.79,1.52,-0.011,3,3576,3.74,20,1,33.33,13445.02,13445.02,14.58,34,2,66.67,-2717.03,-1358.51,-1.68,13,40
4 (ITQ),10481.49,2.1,0.27,0.19,70.97,-44330.13,-22.5,-44372.34,-8.01,0.24,0.02,8.86, N/A, N/A,3440.29,0.21,3.03,-1.72,19.19,0.0128,2,5240.75,5.52,13.5,2,100,10481.49,5240.75,5.52,13.5,0,0,0,  N/A,  N/A,  N/A,30
6 (NKG),10473.68,2.09,0.54,0.19,35.47,-10453.17,-13.86,-10453.17,-2.01,1,0.1,17.68,1537.5,307.5,1554.39,0.6,0.6,-8.62,2.28,0.0358,6,1745.61,4.67,21.67,5,83.33,10480.5,2096.1,5.64,25.4,1,16.67,-6.82,-6.82,-0.2,3,50
2 (TVB),10385.65,2.08,0.23,0.19,83.51,-9058.93,-7,-9058.93,-1.77,1.15,0.11,47.18, N/A, N/A,755.31,0.05,0.08,-67.34, N/A,0.0029,1,10385.65,8.83,26,1,100,10385.65,10385.65,8.83,26,0,0,0,  N/A,  N/A,  N/A,10
8 (NAF),10265.34,2.05,0.82,0.19,23.21,-22151.68,-10.97,-33069.64,-6.09,0.31,0.03,3.81,1.71,2.56,6291.56,0.25,1.75,-2.99,1.09,0.0151,5,2053.07,2.07,15.8,2,40,24735.62,12367.81,9.03,26,3,60,-14470.28,-4823.43,-2.57,9,70
